ID	Old ID	Enzymes	Roles	Reaction
PS_complex_ba193a	rxn16462_d_A	Z-gamma-bisabolene synthase	Z-gamma-bisabolene synthase (EC 4.2.3.40)	rxn16462_d
PS_complex_99f36a	rxn16809_c_A	(E)-beta-Ocimene Synthase	(E)-beta-Ocimene Synthase (EC 4.2.3.106)	rxn16809_c
PS_complex_106e5e	rxn16809_d_A	(E)-beta-Ocimene Synthase	(E)-beta-Ocimene Synthase (EC 4.2.3.106)	rxn16809_d
PS_complex_4669b5	rxn16811_c_A	1,8-cineole synthase	1,8-cineole synthase (EC 4.2.3.108)	rxn16811_c
PS_complex_9b79d1	rxn16846_c_A	1-acyl-sn-glycerol-3-phosphate acyltransferase	1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.51)	rxn16846_c
PS_complex_32ed3d	rxn16846_d_A	1-acyl-sn-glycerol-3-phosphate acyltransferase	1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.51)	rxn16846_d
PS_complex_814444	rxn16846_m_A	1-acyl-sn-glycerol-3-phosphate acyltransferase	1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.51)	rxn16846_m
PS_complex_749211	rxn16846_r_A	1-acyl-sn-glycerol-3-phosphate acyltransferase	1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.51)	rxn16846_r
PS_complex_e276d0	rxn16846_v_A	1-acyl-sn-glycerol-3-phosphate acyltransferase	1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.51)	rxn16846_v
PS_complex_03e3e6	rxn16846_w_A	1-acyl-sn-glycerol-3-phosphate acyltransferase	1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.51)	rxn16846_w
PS_complex_5cbbd5	rxn16849_c_A	Phosphatidylinositol 3-kinase	Phosphatidylinositol 3-kinase (EC 2.7.1.137)	rxn16849_c
PS_complex_c1961e	rxn16850_c_A	Phosphatidylinositol 4-kinase	Phosphatidylinositol 4-kinase alpha (EC 2.7.1.67)	rxn16850_c
PS_complex_c1961e	rxn16850_c_B	Phosphatidylinositol 4-kinase	Phosphatidylinositol 4-kinase beta (EC 2.7.1.67)	rxn16850_c
PS_complex_1b4ba7	rxn16850_n_A	Phosphatidylinositol 4-kinase	Phosphatidylinositol 4-kinase alpha (EC 2.7.1.67)	rxn16850_n
PS_complex_9758a7	rxn16850_w_A	Phosphatidylinositol 4-kinase	Phosphatidylinositol 4-kinase beta (EC 2.7.1.67)	rxn16850_w
PS_complex_966119	rxn16872_c_A	Mannitol dehydrogenase	Mannitol dehydrogenase (EC 1.1.1.255)	rxn16872_c
PS_complex_ff5b1d	rxn16880_c_A	GDP-L-fucose synthetase	GDP-L-fucose synthetase (EC 1.1.1.271)	rxn16880_c
PS_complex_8ae33d	rxn17121_c_A	Linoleoyl-CoA desaturase	Linoleoyl-CoA desaturase (EC 1.14.19.3)	rxn17121_c
PS_complex_ae0a8a	rxn17196_d_A	Ferredoxin-NADP(+) reductase	Ferredoxin-NADP(+) reductase (EC 1.18.1.2)	rxn17196_d
PS_complex_b32097	rxn17379_c_A	Callose synthase	Callose synthase (EC 2.4.1.34)	rxn17379_c
PS_complex_e91c69	rxn17379_w_A	Callose synthase	Callose synthase (EC 2.4.1.34)	rxn17379_w
PS_complex_4f8d3e	rxn17428_m_A	3-demethylubiquinol 3-O-methyltransferase	3-demethylubiquinol 3-O-methyltransferase (EC 2.1.1.64)	rxn17428_m
PS_complex_a9dbfa	rxn17432_c_A	Phosphatidyl-N-methylethanolamine N-methyltransferase	Phosphatidyl-N-methylethanolamine N-methyltransferase (EC 2.1.1.71)	rxn17432_c
PS_complex_944275	rxn17432_v_A	Phosphatidyl-N-methylethanolamine N-methyltransferase	Phosphatidyl-N-methylethanolamine N-methyltransferase (EC 2.1.1.71)	rxn17432_v
PS_complex_2c79f1	rxn17437_c_A	Cyclopropane-fatty-acyl-phospholipid synthase	Cyclopropane-fatty-acyl-phospholipid synthase (EC 2.1.1.79), plant type	rxn17437_c
PS_complex_2f1bfd	rxn17469_d_A	3-oxoacyl-[acyl-carrier-protein] synthase	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	rxn17469_d
PS_complex_a2c8df	rxn17600_c_A	Monogalactosyldiacylglycerol synthase	Monogalactosyldiacylglycerol synthase (EC 2.4.1.46)	rxn17600_c
PS_complex_7e2642	rxn17600_d_A	Monogalactosyldiacylglycerol synthase	Monogalactosyldiacylglycerol synthase (EC 2.4.1.46)	rxn17600_d
PS_complex_d30adf	rxn17668_c_A	Phosphatidylinositol-3-phosphate 5-kinase	Phosphatidylinositol-3-phosphate 5-kinase (EC 2.7.1.150)	rxn17668_c
PS_complex_326264	rxn17670_c_A	Phosphatidylinositol-4,5-bisphosphate 3-kinase	Phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit, alpha isoform (EC 2.7.1.153)	rxn17670_c
PS_complex_613c5e	rxn17671_c_A	Phosphatidylinositol-4-phosphate 3-kinase	Phosphatidylinositol-4-phosphate 3-kinase C2 domain-containing alpha polypeptide (EC 2.7.1.154)	rxn17671_c
PS_complex_613c5e	rxn17671_c_B	Phosphatidylinositol-4-phosphate 3-kinase	Phosphatidylinositol-4-phosphate 3-kinase C2 domain-containing beta polypeptide (EC 2.7.1.154)	rxn17671_c
PS_complex_a7b78d	rxn17676_c_A	Phophatidylinositol-4-phosphate 5-kinase	Phophatidylinositol-4-phosphate 5-kinase (EC 2.7.1.68)	rxn17676_c
PS_complex_8f9fbd	rxn17676_w_A	Phophatidylinositol-4-phosphate 5-kinase	Phophatidylinositol-4-phosphate 5-kinase (EC 2.7.1.68)	rxn17676_w
PS_complex_a1c135	rxn17707_c_A	Fucose-1-phosphate guanylyltransferase	Fucose-1-phosphate guanylyltransferase (EC 2.7.7.30)	rxn17707_c
PS_complex_0906c4	rxn17715_c_A	CDP-diacylglycerol--inositol 3-phosphatidyltransferase	CDP-diacylglycerol--inositol 3-phosphatidyltransferase (EC 2.7.8.11)	rxn17715_c
PS_complex_367432	rxn17803_d_A	Oleoyl-[acyl carrier protein] thioesterase	Oleoyl-[acyl carrier protein] thioesterase (EC 3.1.2.14)	rxn17803_d
PS_complex_ae1852	rxn17803_d_B	Oleoyl-[acyl carrier protein] thioesterase of FASI	Oleoyl-[acyl carrier protein] thioesterase of FASI (EC 3.1.2.14)	rxn17803_d
PS_complex_551574	rxn17960_c_A	Beta-xylosidase	Beta-xylosidase (EC 3.2.1.37)	rxn17960_c
PS_complex_7b5d0e	rxn17983_d_A	Beta-amylase	Beta-amylase (EC 3.2.1.2)	rxn17983_d
PS_complex_3dba74	rxn17983_n_A	Beta-amylase	Beta-amylase (EC 3.2.1.2)	rxn17983_n
PS_complex_7e69b9	rxn17994_c_A	Endo-1,4-beta-xylanase A precursor	Endo-1,4-beta-xylanase A precursor (EC 3.2.1.8)	rxn17994_c
PS_complex_4e6c4e	rxn18935_d_A	3-hydroxyacyl-[acyl-carrier-protein] dehydratase	3-hydroxyacyl-[acyl-carrier-protein] dehydratase, FabZ form (EC 4.2.1.59)	rxn18935_d
PS_complex_5995f0	rxn18936_d_A	3-hydroxyacyl-[acyl-carrier-protein] dehydratase	3-hydroxyacyl-[acyl-carrier-protein] dehydratase, FabZ form (EC 4.2.1.59)	rxn18936_d
PS_complex_05e5ef	rxn18937_d_A	(3R)-hydroxypalmitoyl-[acyl carrier protein] dehydratase	(3R)-hydroxypalmitoyl-[acyl carrier protein] dehydratase (EC 4.2.1.-)	rxn18937_d
PS_complex_b821dc	rxn18937_d_B	3-hydroxyacyl-[acyl-carrier-protein] dehydratase	3-hydroxyacyl-[acyl-carrier-protein] dehydratase, FabZ form (EC 4.2.1.59)	rxn18937_d
PS_complex_2cff5a	rxn19027_d_A	Ketol-acid reductoisomerase	Ketol-acid reductoisomerase (EC 1.1.1.86)	rxn19027_d
PS_complex_15e85b	rxn19029_d_A	Ketol-acid reductoisomerase	Ketol-acid reductoisomerase (EC 1.1.1.86)	rxn19029_d
PS_complex_160532	rxn19071_d_A	Aminodeoxychorismate lyase	Aminodeoxychorismate lyase (EC 4.1.3.38)	rxn19071_d
PS_complex_4729ea	rxn19128_c_A	Aldose 1-epimerase	Aldose 1-epimerase (EC 5.1.3.3)	rxn19128_c
PS_complex_b163be	rxn19236_c_A	Biotin--protein ligase	Biotin--protein ligase (EC 6.3.4.9)(EC 6.3.4.10)(EC 6.3.4.11)(EC 6.3.4.15)	rxn19236_c
PS_complex_688d88	rxn19240_c_A	Branched-chain amino acid aminotransferase	Branched-chain amino acid aminotransferase (EC 2.6.1.42)	rxn19240_c
PS_complex_2c5c1b	rxn19240_d_A	Branched-chain amino acid aminotransferase	Branched-chain amino acid aminotransferase (EC 2.6.1.42)	rxn19240_d
PS_complex_6c9c5e	rxn19240_m_A	Branched-chain amino acid aminotransferase	Branched-chain amino acid aminotransferase (EC 2.6.1.42)	rxn19240_m
PS_complex_ba32e6	rxn19241_c_A	Branched-chain amino acid aminotransferase	Branched-chain amino acid aminotransferase (EC 2.6.1.42)	rxn19241_c
PS_complex_ca04ec	rxn19241_d_A	Branched-chain amino acid aminotransferase	Branched-chain amino acid aminotransferase (EC 2.6.1.42)	rxn19241_d
PS_complex_a11561	rxn19241_m_A	Branched-chain amino acid aminotransferase	Branched-chain amino acid aminotransferase (EC 2.6.1.42)	rxn19241_m
PS_complex_736dc3	rxn19242_c_A	Branched-chain amino acid aminotransferase	Branched-chain amino acid aminotransferase (EC 2.6.1.42)	rxn19242_c
PS_complex_d1a6d2	rxn19242_d_A	Branched-chain amino acid aminotransferase	Branched-chain amino acid aminotransferase (EC 2.6.1.42)	rxn19242_d
PS_complex_aea129	rxn19242_m_A	Branched-chain amino acid aminotransferase	Branched-chain amino acid aminotransferase (EC 2.6.1.42)	rxn19242_m
PS_complex_4eb7c8	rxn19246_d_A	Long-chain-fatty-acid--CoA ligase	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	rxn19246_d
PS_complex_bc4569	rxn19246_r_A	Long-chain-fatty-acid--CoA ligase	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	rxn19246_r
PS_complex_e940b0	rxn19246_x_A	Long-chain-fatty-acid--CoA ligase	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	rxn19246_x
PS_complex_deab3b	rxn19253_d_A	Arogenate dehydratase	Arogenate dehydratase (EC 4.2.1.91)	rxn19253_d
PS_complex_85d67e	rxn19272_d_A	Phosphatidate cytidylyltransferase	Phosphatidate cytidylyltransferase (EC 2.7.7.41)	rxn19272_d
PS_complex_4b22e5	rxn19316_m_A	Citrate synthase	Citrate synthase (si) (EC 2.3.3.1)	rxn19316_m
PS_complex_2c4cbe	rxn19316_x_A	Citrate synthase	Citrate synthase (si) (EC 2.3.3.1)	rxn19316_x
PS_complex_92fa14	rxn19343_c_A	Cystathionine gamma-synthase	Cystathionine gamma-synthase, O-phospho-L-homoserine dependent (EC 2.5.1.-)	rxn19343_c
PS_complex_4dee6a	rxn19343_d_A	Cystathionine gamma-synthase	Cystathionine gamma-synthase, O-phospho-L-homoserine dependent (EC 2.5.1.-)	rxn19343_d
PS_complex_b471f8	rxn19488_m_A	Dihydrofolate synthase	Dihydrofolate synthase (EC 6.3.2.12)	rxn19488_m
PS_complex_26010b	rxn19544_d_A	Dihydroxy-acid dehydratase	Dihydroxy-acid dehydratase (EC 4.2.1.9)	rxn19544_d
PS_complex_e37c39	rxn19545_d_A	Dihydroxy-acid dehydratase	Dihydroxy-acid dehydratase (EC 4.2.1.9)	rxn19545_d
PS_complex_c3b6d2	rxn19681_c_A	Ethanolaminephosphotransferase	Ethanolaminephosphotransferase (EC 2.7.8.1)	rxn19681_c
PS_complex_c95d37	rxn19686_d_A	3-hydroxyacyl-[acyl-carrier-protein] dehydratase	3-hydroxyacyl-[acyl-carrier-protein] dehydratase, FabZ form (EC 4.2.1.59)	rxn19686_d
PS_complex_d366e3	rxn19701_d_A	Ferredoxin--nitrite reductase	Ferredoxin--nitrite reductase (EC 1.7.7.1)	rxn19701_d
PS_complex_02cfb9	rxn19739_c_A	L-fucose kinase	L-fucose kinase (EC 2.7.1.52)	rxn19739_c
PS_complex_f73790	rxn19824_c_A	Glutamyl-tRNA synthetase	Glutamyl-tRNA synthetase (EC 6.1.1.17)	rxn19824_c
PS_complex_5df7cd	rxn19828_d_A	Ferredoxin-dependent glutamate synthase	Ferredoxin-dependent glutamate synthase (EC 1.4.7.1)	rxn19828_d
PS_complex_079c63	rxn19828_m_A	Ferredoxin-dependent glutamate synthase	Ferredoxin-dependent glutamate synthase (EC 1.4.7.1)	rxn19828_m
PS_complex_8e73bb	rxn19846_c_A	Glutamyl-tRNA reductase	Glutamyl-tRNA reductase (EC 1.2.1.70)	rxn19846_c
PS_complex_432a40	rxn19846_d_A	Glutamyl-tRNA reductase	Glutamyl-tRNA reductase (EC 1.2.1.70)	rxn19846_d
PS_complex_c07d8b	rxn19900_c_A	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase (EC 2.1.1.14)	rxn19900_c
PS_complex_7b8ca4	rxn19900_d_A	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase (EC 2.1.1.14)	rxn19900_d
PS_complex_ddd47a	rxn19900_x_A	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase (EC 2.1.1.14)	rxn19900_x
PS_complex_d48b09	rxn19905_d_A	Homoserine kinase	Homoserine kinase (EC 2.7.1.39)	rxn19905_d
PS_complex_d8363f	rxn20176_m_A	Hexokinase	Hexokinase (EC 2.7.1.1)	rxn20176_m
PS_complex_3c01af	rxn20496_m_A	Ornithine aminotransferase	Ornithine aminotransferase (EC 2.6.1.13)	rxn20496_m
PS_complex_57cda8	rxn20508_c_A	Phosphoenolpyruvate carboxylase	Phosphoenolpyruvate carboxylase (EC 4.1.1.31)	rxn20508_c
PS_complex_dcd907	rxn20520_c_A	Peroxidase	Peroxidase (EC 1.11.1.7)	rxn20520_c
PS_complex_fe2781	rxn20520_w_A	Peroxidase	Peroxidase (EC 1.11.1.7)	rxn20520_w
PS_complex_0c79bc	rxn20527_c_A	Phosphatidylglycerophosphatase	Phosphatidylglycerophosphatase A (EC 3.1.3.27)	rxn20527_c
PS_complex_0c79bc	rxn20527_c_B	Phosphatidylglycerophosphatase	Phosphatidylglycerophosphatase B (EC 3.1.3.27)	rxn20527_c
PS_complex_e3f794	rxn20542_c_A	Phospholipase D	Phospholipase D (EC 3.1.4.4)	rxn20542_c
PS_complex_e0b796	rxn20542_e_A	Phospholipase D	Phospholipase D (EC 3.1.4.4)	rxn20542_e
PS_complex_871b38	rxn20542_m_A	Phospholipase D	Phospholipase D (EC 3.1.4.4)	rxn20542_m
PS_complex_a76311	rxn20542_v_A	Phospholipase D	Phospholipase D (EC 3.1.4.4)	rxn20542_v
PS_complex_d4f981	rxn20553_d_A	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase (EC 2.7.8.5)	rxn20553_d
PS_complex_db933a	rxn20553_m_A	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase (EC 2.7.8.5)	rxn20553_m
PS_complex_9974c1	rxn20567_c_A	Phosphatidylserine decarboxylase	Phosphatidylserine decarboxylase (EC 4.1.1.65)	rxn20567_c
PS_complex_a06bfd	rxn20569_c_A	CDP-diacylglycerol--serine O-phosphatidyltransferase	CDP-diacylglycerol--serine O-phosphatidyltransferase (EC 2.7.8.8)	rxn20569_c
PS_complex_175875	rxn20572_d_A	Phosphatidate phosphatase	Phosphatidate phosphatase (EC 3.1.3.4)	rxn20572_d
PS_complex_ce955e	rxn20583_c_A	Phosphoglucomutase	Phosphoglucomutase (EC 5.4.2.2)	rxn20583_c
PS_complex_2a2a7e	rxn20583_d_A	Phosphoglucomutase	Phosphoglucomutase (EC 5.4.2.2)	rxn20583_d
PS_complex_185485	rxn20643_d_A	Hydroxymethylpyrimidine phosphate synthase	Hydroxymethylpyrimidine phosphate synthase ThiC (EC 4.1.99.17)	rxn20643_d
PS_complex_3b0662	rxn20649_m_A	Delta-1-pyrroline-5-carboxylate dehydrogenase	Delta-1-pyrroline-5-carboxylate dehydrogenase (EC 1.5.1.12)	rxn20649_m
PS_complex_d43132	rxn20882_c_A	Long chain fatty acyl-CoA reductase [aldehyde-forming]	Long chain fatty acyl-CoA reductase [aldehyde-forming] (EC 1.2.1.50)	rxn20882_c
PS_complex_2fa9b8	rxn20883_c_A	Mid-chain alkane hydroxylase	Mid-chain alkane hydroxylase, alcohol- and ketone- forming (no EC)	rxn20883_c
PS_complex_8f0602	rxn20883_r_A	Mid-chain alkane hydroxylase	Mid-chain alkane hydroxylase, alcohol- and ketone- forming (no EC)	rxn20883_r
PS_complex_f85913	rxn20885_c_A	Mid-chain alkane hydroxylase	Mid-chain alkane hydroxylase, alcohol- and ketone- forming (no EC)	rxn20885_c
PS_complex_11c0bf	rxn20885_r_A	Mid-chain alkane hydroxylase	Mid-chain alkane hydroxylase, alcohol- and ketone- forming (no EC)	rxn20885_r
PS_complex_3668a9	rxn20889_c_A	Fatty aldehyde decarbonylase	Fatty aldehyde decarbonylase (EC 4.1.99.-)	rxn20889_c
PS_complex_dfe70f	rxn20915_c_A	Geranyllinalool synthase	Geranyllinalool synthase (EC 4.2.3.144)	rxn20915_c
PS_complex_8eeae4	rxn20934_c_A	Glycerol-3-phosphate acyltransferase	Glycerol-3-phosphate acyltransferase (EC 2.3.1.15)	rxn20934_c
PS_complex_4f70b3	rxn20934_d_A	Glycerol-3-phosphate acyltransferase	Glycerol-3-phosphate acyltransferase (EC 2.3.1.15)	rxn20934_d
PS_complex_27a69d	rxn20934_m_A	Glycerol-3-phosphate acyltransferase	Glycerol-3-phosphate acyltransferase (EC 2.3.1.15)	rxn20934_m
PS_complex_1f0a4e	rxn20934_r_A	Glycerol-3-phosphate acyltransferase	Glycerol-3-phosphate acyltransferase (EC 2.3.1.15)	rxn20934_r
PS_complex_e96a21	rxn20934_v_A	Glycerol-3-phosphate acyltransferase	Glycerol-3-phosphate acyltransferase (EC 2.3.1.15)	rxn20934_v
PS_complex_2a5e3d	rxn20987_c_A	Fatty acid omega-hydroxylase	Fatty acid omega-hydroxylase (EC 1.14.13.-)	rxn20987_c
PS_complex_7e093b	rxn20987_r_A	Fatty acid omega-hydroxylase	Fatty acid omega-hydroxylase (EC 1.14.13.-)	rxn20987_r
PS_complex_74d009	rxn20993_c_A	Spontaneous Reaction	Spontaneous Reaction	rxn20993_c
PS_complex_dd50bf	rxn20994_c_A	Fatty acid peroxygenase	Fatty acid peroxygenase [fatty acid hydroperoxide-dependent] (EC 1.11.-.-)	rxn20994_c
PS_complex_49787b	rxn21236_c_A	Phosphatidylinositol 3,5-bisphosphate phosphatase (EC 3.1.3-)	Phosphatidylinositol 3,5-bisphosphate phosphatase (EC 3.1.3-)	rxn21236_c
PS_complex_cebfbb	rxn21324_c_A	5-O-(4-coumaroyl)-D-quinate/shikimate 3'-hydroxylase	5-O-(4-coumaroyl)-D-quinate/shikimate 3'-hydroxylase (EC 1.14.13.36)	rxn21324_c
PS_complex_1a6cbe	rxn21324_r_A	5-O-(4-coumaroyl)-D-quinate/shikimate 3'-hydroxylase	5-O-(4-coumaroyl)-D-quinate/shikimate 3'-hydroxylase (EC 1.14.13.36)	rxn21324_r
PS_complex_341dd0	rxn21652_c_A	Dihydrosphingosine delta-4 desaturase	Dihydrosphingosine delta-4 desaturase (EC 1.14.99.-)	rxn21652_c
PS_complex_d05253	rxn21793_c_A	Oxime metabolizining monooxygenase in Trp, Phe, Tyr-derived glucosinolates biosynthesis	Oxime metabolizining monooxygenase in Trp, Phe, Tyr-derived glucosinolates biosynthesis	rxn21793_c
PS_complex_05c4b8	rxn21793_r_A	Oxime metabolizining monooxygenase in Trp, Phe, Tyr-derived glucosinolates biosynthesis	Oxime metabolizining monooxygenase in Trp, Phe, Tyr-derived glucosinolates biosynthesis	rxn21793_r
PS_complex_cdf854	rxn21795_c_A	Oxime metabolizining monooxygenase in Trp, Phe, Tyr-derived glucosinolates biosynthesis	Oxime metabolizining monooxygenase in Trp, Phe, Tyr-derived glucosinolates biosynthesis	rxn21795_c
PS_complex_d907e4	rxn21795_r_A	Oxime metabolizining monooxygenase in Trp, Phe, Tyr-derived glucosinolates biosynthesis	Oxime metabolizining monooxygenase in Trp, Phe, Tyr-derived glucosinolates biosynthesis	rxn21795_r
PS_complex_17006a	rxn21796_c_A	Oxime metabolizining monooxygenase in aliphatic glucosinolates biosynthesis	Oxime metabolizining monooxygenase in aliphatic glucosinolates biosynthesis	rxn21796_c
PS_complex_72491f	rxn21796_r_A	Oxime metabolizining monooxygenase in aliphatic glucosinolates biosynthesis	Oxime metabolizining monooxygenase in aliphatic glucosinolates biosynthesis	rxn21796_r
PS_complex_725577	rxn21798_c_A	Oxime metabolizining monooxygenase in aliphatic glucosinolates biosynthesis	Oxime metabolizining monooxygenase in aliphatic glucosinolates biosynthesis	rxn21798_c
PS_complex_bf6499	rxn21798_r_A	Oxime metabolizining monooxygenase in aliphatic glucosinolates biosynthesis	Oxime metabolizining monooxygenase in aliphatic glucosinolates biosynthesis	rxn21798_r
PS_complex_53f1cb	rxn21800_c_A	Oxime metabolizining monooxygenase in aliphatic glucosinolates biosynthesis	Oxime metabolizining monooxygenase in aliphatic glucosinolates biosynthesis	rxn21800_c
PS_complex_53c95f	rxn21800_r_A	Oxime metabolizining monooxygenase in aliphatic glucosinolates biosynthesis	Oxime metabolizining monooxygenase in aliphatic glucosinolates biosynthesis	rxn21800_r
PS_complex_13699c	rxn21802_c_A	Oxime metabolizining monooxygenase in aliphatic glucosinolates biosynthesis	Oxime metabolizining monooxygenase in aliphatic glucosinolates biosynthesis	rxn21802_c
PS_complex_e32e58	rxn21802_r_A	Oxime metabolizining monooxygenase in aliphatic glucosinolates biosynthesis	Oxime metabolizining monooxygenase in aliphatic glucosinolates biosynthesis	rxn21802_r
PS_complex_46190f	rxn21804_c_A	Oxime metabolizining monooxygenase in aliphatic glucosinolates biosynthesis	Oxime metabolizining monooxygenase in aliphatic glucosinolates biosynthesis	rxn21804_c
PS_complex_deb689	rxn21804_r_A	Oxime metabolizining monooxygenase in aliphatic glucosinolates biosynthesis	Oxime metabolizining monooxygenase in aliphatic glucosinolates biosynthesis	rxn21804_r
PS_complex_aa2710	rxn21806_c_A	Oxime metabolizining monooxygenase in aliphatic glucosinolates biosynthesis	Oxime metabolizining monooxygenase in aliphatic glucosinolates biosynthesis	rxn21806_c
PS_complex_6970ed	rxn21806_r_A	Oxime metabolizining monooxygenase in aliphatic glucosinolates biosynthesis	Oxime metabolizining monooxygenase in aliphatic glucosinolates biosynthesis	rxn21806_r
PS_complex_cc1806	rxn21809_c_A	Glutathione S-transferase in Trp, Phe, Tyr-derived glucosinolates biosynthesis, predicted	Glutathione S-transferase in Trp, Phe, Tyr-derived glucosinolates biosynthesis, predicted	rxn21809_c
PS_complex_928948	rxn21810_c_A	Glutathione S-transferase in Trp, Phe, Tyr-derived glucosinolates biosynthesis, predicted	Glutathione S-transferase in Trp, Phe, Tyr-derived glucosinolates biosynthesis, predicted	rxn21810_c
PS_complex_721f24	rxn21811_c_A	Glutathione S-transferase in glucosinolates biosynthesis, predicted	Glutathione S-transferase in glucosinolates biosynthesis, predicted	rxn21811_c
PS_complex_18fc94	rxn21812_c_A	Glutathione S-transferase in glucosinolates biosynthesis, predicted	Glutathione S-transferase in glucosinolates biosynthesis, predicted	rxn21812_c
PS_complex_8a191d	rxn21813_c_A	Glutathione S-transferase in glucosinolates biosynthesis, predicted	Glutathione S-transferase in glucosinolates biosynthesis, predicted	rxn21813_c
PS_complex_dbbdd8	rxn21814_c_A	Glutathione S-transferase in glucosinolates biosynthesis, predicted	Glutathione S-transferase in glucosinolates biosynthesis, predicted	rxn21814_c
PS_complex_4e0ed8	rxn21815_c_A	Glutathione S-transferase in glucosinolates biosynthesis, predicted	Glutathione S-transferase in glucosinolates biosynthesis, predicted	rxn21815_c
PS_complex_43d90a	rxn21816_c_A	Glutathione S-transferase in glucosinolates biosynthesis, predicted	Glutathione S-transferase in glucosinolates biosynthesis, predicted	rxn21816_c
PS_complex_eca221	rxn21817_c_A	Gamma-glutamyl peptidase in glucosinolates biosynthesis	Gamma-glutamyl peptidase in glucosinolates biosynthesis	rxn21817_c
PS_complex_94f086	rxn21818_c_A	Gamma-glutamyl peptidase in glucosinolates biosynthesis	Gamma-glutamyl peptidase in glucosinolates biosynthesis	rxn21818_c
PS_complex_11318a	rxn21819_c_A	Gamma-glutamyl peptidase in glucosinolates biosynthesis	Gamma-glutamyl peptidase in glucosinolates biosynthesis	rxn21819_c
PS_complex_31e5fb	rxn21820_c_A	Gamma-glutamyl peptidase in glucosinolates biosynthesis	Gamma-glutamyl peptidase in glucosinolates biosynthesis	rxn21820_c
PS_complex_8a87f2	rxn21821_c_A	Gamma-glutamyl peptidase in glucosinolates biosynthesis	Gamma-glutamyl peptidase in glucosinolates biosynthesis	rxn21821_c
PS_complex_30fe71	rxn21822_c_A	Gamma-glutamyl peptidase in glucosinolates biosynthesis	Gamma-glutamyl peptidase in glucosinolates biosynthesis	rxn21822_c
PS_complex_e7f719	rxn21823_c_A	Gamma-glutamyl peptidase in glucosinolates biosynthesis	Gamma-glutamyl peptidase in glucosinolates biosynthesis	rxn21823_c
