1	EC number	Spectator Cofactors	Co-substrate Cofactors	Class	Subsystem	Functional Role	Reaction	Equation	Comments
568				Energy	F0F1-type_ATP_synthase_in_plants_(plastidial)	Plastidial ATP synthase epsilon chain	rxn08173	(1) ADP[0] + (1) Phosphate[0] + (4) H+[1] <=> (1) H2O[0] + (1) ATP[0] + (3) H+[0]	
569				Energy	F0F1-type_ATP_synthase_in_plants_(plastidial)	Plastidial ATP synthase gamma chain	rxn08173	(1) ADP[0] + (1) Phosphate[0] + (4) H+[1] <=> (1) H2O[0] + (1) ATP[0] + (3) H+[0]	
570	1.18.1.2			Energy	Photosystem_I	Ferredoxin-NADP(+) reductase (EC 1.18.1.2)	rxn17196	(1) NADP[0] + (1) H+[0] + (2) Reduced-ferredoxins[0] <= (1) NADPH[0] + (2) Oxidized-ferredoxins[0]	
571				Energy	Photosystem_I	alternative photosystem I reaction center subunit X (PsaK2)	rxn26754	(1) hn[0] + (1) Oxidized-ferredoxins[0] + (1) Plastocyanin-Reduced[0] <=> (1) Oxidized-Plastocyanins[0] + (1) Reduced-ferredoxins[0]	
572				Energy	Photosystem_I	photosystem I 4.8K protein (PsaX)	rxn26754	(1) hn[0] + (1) Oxidized-ferredoxins[0] + (1) Plastocyanin-Reduced[0] <=> (1) Oxidized-Plastocyanins[0] + (1) Reduced-ferredoxins[0]	
573				Energy	Photosystem_I	photosystem I P700 chlorophyll a apoprotein subunit Ia (PsaA)	rxn26754	(1) hn[0] + (1) Oxidized-ferredoxins[0] + (1) Plastocyanin-Reduced[0] <=> (1) Oxidized-Plastocyanins[0] + (1) Reduced-ferredoxins[0]	
574				Energy	Photosystem_I	photosystem I P700 chlorophyll a apoprotein subunit Ib (PsaB)	rxn26754	(1) hn[0] + (1) Oxidized-ferredoxins[0] + (1) Plastocyanin-Reduced[0] <=> (1) Oxidized-Plastocyanins[0] + (1) Reduced-ferredoxins[0]	
575				Energy	Photosystem_I	photosystem I assembly related protein Ycf3	rxn26754	(1) hn[0] + (1) Oxidized-ferredoxins[0] + (1) Plastocyanin-Reduced[0] <=> (1) Oxidized-Plastocyanins[0] + (1) Reduced-ferredoxins[0]	
576				Energy	Photosystem_I	photosystem I assembly related protein Ycf37	rxn26754	(1) hn[0] + (1) Oxidized-ferredoxins[0] + (1) Plastocyanin-Reduced[0] <=> (1) Oxidized-Plastocyanins[0] + (1) Reduced-ferredoxins[0]	
577				Energy	Photosystem_I	photosystem I assembly related protein Ycf4	rxn26754	(1) hn[0] + (1) Oxidized-ferredoxins[0] + (1) Plastocyanin-Reduced[0] <=> (1) Oxidized-Plastocyanins[0] + (1) Reduced-ferredoxins[0]	
578				Energy	Photosystem_I	photosystem I biogenesis protein BtpA	rxn26754	(1) hn[0] + (1) Oxidized-ferredoxins[0] + (1) Plastocyanin-Reduced[0] <=> (1) Oxidized-Plastocyanins[0] + (1) Reduced-ferredoxins[0]	
579				Energy	Photosystem_I	photosystem I iron-sulfur center subunit VII (PsaC)	rxn26754	(1) hn[0] + (1) Oxidized-ferredoxins[0] + (1) Plastocyanin-Reduced[0] <=> (1) Oxidized-Plastocyanins[0] + (1) Reduced-ferredoxins[0]	
580				Energy	Photosystem_I	photosystem I subunit II (PsaD)	rxn26754	(1) hn[0] + (1) Oxidized-ferredoxins[0] + (1) Plastocyanin-Reduced[0] <=> (1) Oxidized-Plastocyanins[0] + (1) Reduced-ferredoxins[0]	
581				Energy	Photosystem_I	photosystem I subunit III precursor, plastocyanin (cyt c553) docking protein (PsaF)	rxn26754	(1) hn[0] + (1) Oxidized-ferredoxins[0] + (1) Plastocyanin-Reduced[0] <=> (1) Oxidized-Plastocyanins[0] + (1) Reduced-ferredoxins[0]	
582				Energy	Photosystem_I	photosystem I subunit IV (PsaE)	rxn26754	(1) hn[0] + (1) Oxidized-ferredoxins[0] + (1) Plastocyanin-Reduced[0] <=> (1) Oxidized-Plastocyanins[0] + (1) Reduced-ferredoxins[0]	
583				Energy	Photosystem_I	photosystem I subunit IX (PsaJ)	rxn26754	(1) hn[0] + (1) Oxidized-ferredoxins[0] + (1) Plastocyanin-Reduced[0] <=> (1) Oxidized-Plastocyanins[0] + (1) Reduced-ferredoxins[0]	
584				Energy	Photosystem_I	photosystem I subunit PsaG	rxn26754	(1) hn[0] + (1) Oxidized-ferredoxins[0] + (1) Plastocyanin-Reduced[0] <=> (1) Oxidized-Plastocyanins[0] + (1) Reduced-ferredoxins[0]	
585				Energy	Photosystem_I	photosystem I subunit PsaN	rxn26754	(1) hn[0] + (1) Oxidized-ferredoxins[0] + (1) Plastocyanin-Reduced[0] <=> (1) Oxidized-Plastocyanins[0] + (1) Reduced-ferredoxins[0]	
586				Energy	Photosystem_I	photosystem I subunit PsaO	rxn26754	(1) hn[0] + (1) Oxidized-ferredoxins[0] + (1) Plastocyanin-Reduced[0] <=> (1) Oxidized-Plastocyanins[0] + (1) Reduced-ferredoxins[0]	
587				Energy	Photosystem_I	photosystem I subunit PsaP	rxn26754	(1) hn[0] + (1) Oxidized-ferredoxins[0] + (1) Plastocyanin-Reduced[0] <=> (1) Oxidized-Plastocyanins[0] + (1) Reduced-ferredoxins[0]	
588				Energy	Photosystem_I	photosystem I subunit VI (PsaH)	rxn26754	(1) hn[0] + (1) Oxidized-ferredoxins[0] + (1) Plastocyanin-Reduced[0] <=> (1) Oxidized-Plastocyanins[0] + (1) Reduced-ferredoxins[0]	
589				Energy	Photosystem_I	photosystem I subunit VIII (PsaI)	rxn26754	(1) hn[0] + (1) Oxidized-ferredoxins[0] + (1) Plastocyanin-Reduced[0] <=> (1) Oxidized-Plastocyanins[0] + (1) Reduced-ferredoxins[0]	
590				Energy	Photosystem_I	photosystem I subunit X (PsaK, PsaK1)	rxn26754	(1) hn[0] + (1) Oxidized-ferredoxins[0] + (1) Plastocyanin-Reduced[0] <=> (1) Oxidized-Plastocyanins[0] + (1) Reduced-ferredoxins[0]	
591				Energy	Photosystem_I	photosystem I subunit XI (PsaL)	rxn26754	(1) hn[0] + (1) Oxidized-ferredoxins[0] + (1) Plastocyanin-Reduced[0] <=> (1) Oxidized-Plastocyanins[0] + (1) Reduced-ferredoxins[0]	
592				Energy	Photosystem_I	photosystem I subunit XII (PsaM)	rxn26754	(1) hn[0] + (1) Oxidized-ferredoxins[0] + (1) Plastocyanin-Reduced[0] <=> (1) Oxidized-Plastocyanins[0] + (1) Reduced-ferredoxins[0]	
593				Energy	Photosystem_II	Chlorophyll a(b) binding protein, photosystem II CP43 protein (PsbC) homolog	rxn20632	(2) H2O[0] + (4) hn[0] + (2) PLASTOQUINONE[0] <= (1) O2[0] + (2) PLASTOQUINOL-1[0]	
594				Energy	Photosystem_II	Cytochrome b559 alpha chain (PsbE)	rxn20632	(2) H2O[0] + (4) hn[0] + (2) PLASTOQUINONE[0] <= (1) O2[0] + (2) PLASTOQUINOL-1[0]	
595				Energy	Photosystem_II	Cytochrome b559 beta chain (PsbF)	rxn20632	(2) H2O[0] + (4) hn[0] + (2) PLASTOQUINONE[0] <= (1) O2[0] + (2) PLASTOQUINOL-1[0]	
596				Energy	Photosystem_II	Photosystem II 10 kDa phosphoprotein (PsbH)	rxn20632	(2) H2O[0] + (4) hn[0] + (2) PLASTOQUINONE[0] <= (1) O2[0] + (2) PLASTOQUINOL-1[0]	
597				Energy	Photosystem_II	Photosystem II 10 kDa protein PsbR	rxn20632	(2) H2O[0] + (4) hn[0] + (2) PLASTOQUINONE[0] <= (1) O2[0] + (2) PLASTOQUINOL-1[0]	
598				Energy	Photosystem_II	Photosystem II 12 kDa extrinsic protein (PsbU)	rxn20632	(2) H2O[0] + (4) hn[0] + (2) PLASTOQUINONE[0] <= (1) O2[0] + (2) PLASTOQUINOL-1[0]	
599				Energy	Photosystem_II	Photosystem II 13 kDa protein Psb28 (similar to PsbW)	rxn20632	(2) H2O[0] + (4) hn[0] + (2) PLASTOQUINONE[0] <= (1) O2[0] + (2) PLASTOQUINOL-1[0]	
600				Energy	Photosystem_II	Photosystem II CP22 protein PsbS	rxn20632	(2) H2O[0] + (4) hn[0] + (2) PLASTOQUINONE[0] <= (1) O2[0] + (2) PLASTOQUINOL-1[0]	
601				Energy	Photosystem_II	Photosystem II CP43 protein (PsbC)	rxn20632	(2) H2O[0] + (4) hn[0] + (2) PLASTOQUINONE[0] <= (1) O2[0] + (2) PLASTOQUINOL-1[0]	
602				Energy	Photosystem_II	Photosystem II CP47 protein (PsbB)	rxn20632	(2) H2O[0] + (4) hn[0] + (2) PLASTOQUINONE[0] <= (1) O2[0] + (2) PLASTOQUINOL-1[0]	
603				Energy	Photosystem_II	Photosystem II manganese-stabilizing protein (PsbO)	rxn20632	(2) H2O[0] + (4) hn[0] + (2) PLASTOQUINONE[0] <= (1) O2[0] + (2) PLASTOQUINOL-1[0]	
604				Energy	Photosystem_II	Photosystem II oxygen evolving complex protein PsbP	rxn20632	(2) H2O[0] + (4) hn[0] + (2) PLASTOQUINONE[0] <= (1) O2[0] + (2) PLASTOQUINOL-1[0]	
605				Energy	Photosystem_II	Photosystem II oxygen evolving complex protein PsbQ	rxn20632	(2) H2O[0] + (4) hn[0] + (2) PLASTOQUINONE[0] <= (1) O2[0] + (2) PLASTOQUINOL-1[0]	
606				Energy	Photosystem_II	Photosystem II protein Psb27	rxn20632	(2) H2O[0] + (4) hn[0] + (2) PLASTOQUINONE[0] <= (1) O2[0] + (2) PLASTOQUINOL-1[0]	
607				Energy	Photosystem_II	Photosystem II protein PsbI	rxn20632	(2) H2O[0] + (4) hn[0] + (2) PLASTOQUINONE[0] <= (1) O2[0] + (2) PLASTOQUINOL-1[0]	
608				Energy	Photosystem_II	Photosystem II protein PsbJ	rxn20632	(2) H2O[0] + (4) hn[0] + (2) PLASTOQUINONE[0] <= (1) O2[0] + (2) PLASTOQUINOL-1[0]	
609				Energy	Photosystem_II	Photosystem II protein PsbK	rxn20632	(2) H2O[0] + (4) hn[0] + (2) PLASTOQUINONE[0] <= (1) O2[0] + (2) PLASTOQUINOL-1[0]	
610				Energy	Photosystem_II	Photosystem II protein PsbL	rxn20632	(2) H2O[0] + (4) hn[0] + (2) PLASTOQUINONE[0] <= (1) O2[0] + (2) PLASTOQUINOL-1[0]	
611				Energy	Photosystem_II	Photosystem II protein PsbM	rxn20632	(2) H2O[0] + (4) hn[0] + (2) PLASTOQUINONE[0] <= (1) O2[0] + (2) PLASTOQUINOL-1[0]	
612				Energy	Photosystem_II	Photosystem II protein PsbN	rxn20632	(2) H2O[0] + (4) hn[0] + (2) PLASTOQUINONE[0] <= (1) O2[0] + (2) PLASTOQUINOL-1[0]	
613				Energy	Photosystem_II	Photosystem II protein PsbTn	rxn20632	(2) H2O[0] + (4) hn[0] + (2) PLASTOQUINONE[0] <= (1) O2[0] + (2) PLASTOQUINOL-1[0]	
614				Energy	Photosystem_II	Photosystem II protein PsbV, cytochrome c550	rxn20632	(2) H2O[0] + (4) hn[0] + (2) PLASTOQUINONE[0] <= (1) O2[0] + (2) PLASTOQUINOL-1[0]	
615				Energy	Photosystem_II	Photosystem II protein PsbW (similar to Psb28)	rxn20632	(2) H2O[0] + (4) hn[0] + (2) PLASTOQUINONE[0] <= (1) O2[0] + (2) PLASTOQUINOL-1[0]	
616				Energy	Photosystem_II	Photosystem II protein PsbX	rxn20632	(2) H2O[0] + (4) hn[0] + (2) PLASTOQUINONE[0] <= (1) O2[0] + (2) PLASTOQUINOL-1[0]	
617				Energy	Photosystem_II	Photosystem II protein PsbY	rxn20632	(2) H2O[0] + (4) hn[0] + (2) PLASTOQUINONE[0] <= (1) O2[0] + (2) PLASTOQUINOL-1[0]	
618				Energy	Photosystem_II	Photosystem II protein PsbZ	rxn20632	(2) H2O[0] + (4) hn[0] + (2) PLASTOQUINONE[0] <= (1) O2[0] + (2) PLASTOQUINOL-1[0]	
619				Energy	Photosystem_II	Photosystem II stability/assembly factor HCF136/Ycf48	rxn20632	(2) H2O[0] + (4) hn[0] + (2) PLASTOQUINONE[0] <= (1) O2[0] + (2) PLASTOQUINOL-1[0]	
620				Energy	Photosystem_II	Putative chaperon-like protein Ycf39 for quinone binding in Photosystem II	rxn20632	(2) H2O[0] + (4) hn[0] + (2) PLASTOQUINONE[0] <= (1) O2[0] + (2) PLASTOQUINOL-1[0]	
621				Energy	Photosystem_II	photosystem II protein D1 (PsbA)	rxn20632	(2) H2O[0] + (4) hn[0] + (2) PLASTOQUINONE[0] <= (1) O2[0] + (2) PLASTOQUINOL-1[0]	
622				Energy	Photosystem_II	photosystem II protein D2 (PsbD)	rxn20632	(2) H2O[0] + (4) hn[0] + (2) PLASTOQUINONE[0] <= (1) O2[0] + (2) PLASTOQUINOL-1[0]	
623	1.10.3.11			Energy	Quinol_oxidases_in_plants_(mitochondrial)	Alternative oxidase, ubiquinol oxidase (EC 1.10.3.11)	rxn24210	(1) O2[0] + (4) H+[0] + (1) Reduced-Ferroproteins[0] => (2) H2O[0] + (1) Oxidized-Ferroproteins[0]	
624	1.10.3.11			Energy	Quinol_oxidases_in_plants_(mitochondrial)	Alternative oxidase, ubiquinol oxidase (EC 1.10.3.11)	rxn37784	(1) Ubiquinol-8[0] + (1) Oxidized-Ferroproteins[0] <=> (2) H+[0] + (1) Ubiquinone-8[0] + (1) Reduced-Ferroproteins[0]	
625				Energy	Respiratory_complex_III_(cytochrome_b-c1)_in_plants	Putative ubiquinol-cytochrome c reductase complex core protein I (subunit COR1)	rxn13689	(2) H+[0] + (2) Cytochrome c3+[0] + (1) Ubiquinol-8[0] <=> (4) H+[1] + (2) Cytochrome c2+[0] + (1) Ubiquinone-8[0]	
626				Energy	Respiratory_complex_III_(cytochrome_b-c1)_in_plants	Putative ubiquinol-cytochrome c reductase complex core protein II (subunit COR2)	rxn13689	(2) H+[0] + (2) Cytochrome c3+[0] + (1) Ubiquinol-8[0] <=> (4) H+[1] + (2) Cytochrome c2+[0] + (1) Ubiquinone-8[0]	
627	1.10.2.2			Energy	Respiratory_complex_III_(cytochrome_b-c1)_in_plants	Ubiquinol--cytochrome c reductase, cytochrome B subunit (EC 1.10.2.2)	rxn13689	(2) H+[0] + (2) Cytochrome c3+[0] + (1) Ubiquinol-8[0] <=> (4) H+[1] + (2) Cytochrome c2+[0] + (1) Ubiquinone-8[0]	
628	1.10.2.2			Energy	Respiratory_complex_III_(cytochrome_b-c1)_in_plants	Ubiquinol-cytochrome C reductase iron-sulfur subunit (EC 1.10.2.2)	rxn13689	(2) H+[0] + (2) Cytochrome c3+[0] + (1) Ubiquinol-8[0] <=> (4) H+[1] + (2) Cytochrome c2+[0] + (1) Ubiquinone-8[0]	
629				Energy	Respiratory_complex_III_(cytochrome_b-c1)_in_plants	Ubiquinol-cytochrome c reductase complex subunit 10	rxn13689	(2) H+[0] + (2) Cytochrome c3+[0] + (1) Ubiquinol-8[0] <=> (4) H+[1] + (2) Cytochrome c2+[0] + (1) Ubiquinone-8[0]	
630				Energy	Respiratory_complex_III_(cytochrome_b-c1)_in_plants	Ubiquinol-cytochrome c reductase complex subunit 6 (hinge protein)	rxn13689	(2) H+[0] + (2) Cytochrome c3+[0] + (1) Ubiquinol-8[0] <=> (4) H+[1] + (2) Cytochrome c2+[0] + (1) Ubiquinone-8[0]	
631				Energy	Respiratory_complex_III_(cytochrome_b-c1)_in_plants	Ubiquinol-cytochrome c reductase complex subunit 7	rxn13689	(2) H+[0] + (2) Cytochrome c3+[0] + (1) Ubiquinol-8[0] <=> (4) H+[1] + (2) Cytochrome c2+[0] + (1) Ubiquinone-8[0]	
632				Energy	Respiratory_complex_III_(cytochrome_b-c1)_in_plants	Ubiquinol-cytochrome c reductase complex subunit 8 (ubiquinone-binding protein QP-C)	rxn13689	(2) H+[0] + (2) Cytochrome c3+[0] + (1) Ubiquinol-8[0] <=> (4) H+[1] + (2) Cytochrome c2+[0] + (1) Ubiquinone-8[0]	
633				Energy	Respiratory_complex_III_(cytochrome_b-c1)_in_plants	Ubiquinol-cytochrome c reductase complex subunit 9	rxn13689	(2) H+[0] + (2) Cytochrome c3+[0] + (1) Ubiquinol-8[0] <=> (4) H+[1] + (2) Cytochrome c2+[0] + (1) Ubiquinone-8[0]	
634				Energy	Respiratory_complex_III_(cytochrome_b-c1)_in_plants	ubiquinol cytochrome C oxidoreductase, cytochrome C1 subunit	rxn13689	(2) H+[0] + (2) Cytochrome c3+[0] + (1) Ubiquinol-8[0] <=> (4) H+[1] + (2) Cytochrome c2+[0] + (1) Ubiquinone-8[0]	
635				Energy	Respiratory_complex_II_(succinate_dehydrogenase)_in_plants	Succinate dehydrogenase (ubiquinone) cytochrome b560 subunit SDH3/SDHC	rxn09272	(1) Succinate[0] + (1) Ubiquinone-8[0] <=> (1) Fumarate[0] + (1) Ubiquinol-8[0]	
636	1.3.5.1			Energy	Respiratory_complex_II_(succinate_dehydrogenase)_in_plants	Succinate dehydrogenase (ubiquinone) flavoprotein subunit SDH1/SDHA (EC 1.3.5.1)	rxn09272	(1) Succinate[0] + (1) Ubiquinone-8[0] <=> (1) Fumarate[0] + (1) Ubiquinol-8[0]	
637	1.3.5.1			Energy	Respiratory_complex_II_(succinate_dehydrogenase)_in_plants	Succinate dehydrogenase (ubiquinone) iron-sulfur subunit SDH2/SDHB (EC 1.3.5.1)	rxn09272	(1) Succinate[0] + (1) Ubiquinone-8[0] <=> (1) Fumarate[0] + (1) Ubiquinol-8[0]	
638				Energy	Respiratory_complex_II_(succinate_dehydrogenase)_in_plants	Succinate dehydrogenase (ubiquinone) membrane anchor subunit SDH4/SDHD	rxn09272	(1) Succinate[0] + (1) Ubiquinone-8[0] <=> (1) Fumarate[0] + (1) Ubiquinol-8[0]	
639				Energy	Respiratory_complex_II_(succinate_dehydrogenase)_in_plants	Succinate dehydrogenase (ubiquinone) plant-specific subunit SDH5	rxn09272	(1) Succinate[0] + (1) Ubiquinone-8[0] <=> (1) Fumarate[0] + (1) Ubiquinol-8[0]	
640				Energy	Respiratory_complex_II_(succinate_dehydrogenase)_in_plants	Succinate dehydrogenase (ubiquinone) plant-specific subunit SDH6	rxn09272	(1) Succinate[0] + (1) Ubiquinone-8[0] <=> (1) Fumarate[0] + (1) Ubiquinol-8[0]	
641				Energy	Respiratory_complex_II_(succinate_dehydrogenase)_in_plants	Succinate dehydrogenase (ubiquinone) plant-specific subunit SDH7	rxn09272	(1) Succinate[0] + (1) Ubiquinone-8[0] <=> (1) Fumarate[0] + (1) Ubiquinol-8[0]	
642				Energy	Respiratory_complex_II_(succinate_dehydrogenase)_in_plants	Succinate dehydrogenase (ubiquinone) plant-specific subunit SDH8	rxn09272	(1) Succinate[0] + (1) Ubiquinone-8[0] <=> (1) Fumarate[0] + (1) Ubiquinol-8[0]	
643	1.9.3.1			Energy	Respiratory_complex_IV_(terminal_cytochrome_c_oxidase)_in_plants	Cytochrome c oxidase polypeptide I (EC 1.9.3.1)	rxn35347	(1) O2[0] + (8) H+[0] + (4) Cytochrome c2+[0] => (2) H2O[0] + (4) H+[1] + (4) Cytochrome c3+[0]	
644	1.9.3.1			Energy	Respiratory_complex_IV_(terminal_cytochrome_c_oxidase)_in_plants	Cytochrome c oxidase polypeptide II (EC 1.9.3.1)	rxn35347	(1) O2[0] + (8) H+[0] + (4) Cytochrome c2+[0] => (2) H2O[0] + (4) H+[1] + (4) Cytochrome c3+[0]	
645	1.9.3.1			Energy	Respiratory_complex_IV_(terminal_cytochrome_c_oxidase)_in_plants	Cytochrome c oxidase polypeptide III (EC 1.9.3.1)	rxn35347	(1) O2[0] + (8) H+[0] + (4) Cytochrome c2+[0] => (2) H2O[0] + (4) H+[1] + (4) Cytochrome c3+[0]	
646				Energy	Respiratory_complex_IV_(terminal_cytochrome_c_oxidase)_in_plants	Cytochrome c oxidase subunit 5a	rxn35347	(1) O2[0] + (8) H+[0] + (4) Cytochrome c2+[0] => (2) H2O[0] + (4) H+[1] + (4) Cytochrome c3+[0]	
647				Energy	Respiratory_complex_IV_(terminal_cytochrome_c_oxidase)_in_plants	Cytochrome c oxidase subunit 5b	rxn35347	(1) O2[0] + (8) H+[0] + (4) Cytochrome c2+[0] => (2) H2O[0] + (4) H+[1] + (4) Cytochrome c3+[0]	
648				Energy	Respiratory_complex_IV_(terminal_cytochrome_c_oxidase)_in_plants	Cytochrome c oxidase subunit 6a	rxn35347	(1) O2[0] + (8) H+[0] + (4) Cytochrome c2+[0] => (2) H2O[0] + (4) H+[1] + (4) Cytochrome c3+[0]	
649				Energy	Respiratory_complex_IV_(terminal_cytochrome_c_oxidase)_in_plants	Cytochrome c oxidase subunit 6b	rxn35347	(1) O2[0] + (8) H+[0] + (4) Cytochrome c2+[0] => (2) H2O[0] + (4) H+[1] + (4) Cytochrome c3+[0]	
650	1.9.3.1			Energy	Respiratory_complex_IV_(terminal_cytochrome_c_oxidase)_in_plants	Cytochrome c oxidase, subunit IV (EC 1.9.3.1)	rxn35347	(1) O2[0] + (8) H+[0] + (4) Cytochrome c2+[0] => (2) H2O[0] + (4) H+[1] + (4) Cytochrome c3+[0]	
651				Energy	Respiratory_complex_IV_(terminal_cytochrome_c_oxidase)_in_plants	Probable cytochrome c oxidase subunit 5c	rxn35347	(1) O2[0] + (8) H+[0] + (4) Cytochrome c2+[0] => (2) H2O[0] + (4) H+[1] + (4) Cytochrome c3+[0]	
652	1.6.5.3			Energy	Respiratory_complex_I_in_plants_(mitochondrial)	NADH dehydrogenase [ubiquinone] (EC 1.6.5.3) mitochondrial-encoded chain 1, ND1	rxn13726	(1) NADH[0] + (5) H+[0] + (1) Ubiquinone-8[0] <=> (1) NAD[0] + (4) H+[1] + (1) Ubiquinol-8[0]	
653	1.6.5.3			Energy	Respiratory_complex_I_in_plants_(mitochondrial)	NADH dehydrogenase [ubiquinone] (EC 1.6.5.3) mitochondrial-encoded chain 2, ND2	rxn13726	(1) NADH[0] + (5) H+[0] + (1) Ubiquinone-8[0] <=> (1) NAD[0] + (4) H+[1] + (1) Ubiquinol-8[0]	
654	1.6.5.3			Energy	Respiratory_complex_I_in_plants_(mitochondrial)	NADH dehydrogenase [ubiquinone] (EC 1.6.5.3) mitochondrial-encoded chain 3, ND3	rxn13726	(1) NADH[0] + (5) H+[0] + (1) Ubiquinone-8[0] <=> (1) NAD[0] + (4) H+[1] + (1) Ubiquinol-8[0]	
655	1.6.5.3			Energy	Respiratory_complex_I_in_plants_(mitochondrial)	NADH dehydrogenase [ubiquinone] (EC 1.6.5.3) mitochondrial-encoded chain 4, ND4	rxn13726	(1) NADH[0] + (5) H+[0] + (1) Ubiquinone-8[0] <=> (1) NAD[0] + (4) H+[1] + (1) Ubiquinol-8[0]	
656	1.6.5.3			Energy	Respiratory_complex_I_in_plants_(mitochondrial)	NADH dehydrogenase [ubiquinone] (EC 1.6.5.3) mitochondrial-encoded chain 4L, ND4L	rxn13726	(1) NADH[0] + (5) H+[0] + (1) Ubiquinone-8[0] <=> (1) NAD[0] + (4) H+[1] + (1) Ubiquinol-8[0]	
657	1.6.5.3			Energy	Respiratory_complex_I_in_plants_(mitochondrial)	NADH dehydrogenase [ubiquinone] (EC 1.6.5.3) mitochondrial-encoded chain 5, ND5	rxn13726	(1) NADH[0] + (5) H+[0] + (1) Ubiquinone-8[0] <=> (1) NAD[0] + (4) H+[1] + (1) Ubiquinol-8[0]	
658				Energy	Respiratory_complex_I_in_plants_(mitochondrial)	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 1	rxn13726	(1) NADH[0] + (5) H+[0] + (1) Ubiquinone-8[0] <=> (1) NAD[0] + (4) H+[1] + (1) Ubiquinol-8[0]	
659				Energy	Respiratory_complex_I_in_plants_(mitochondrial)	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12	rxn13726	(1) NADH[0] + (5) H+[0] + (1) Ubiquinone-8[0] <=> (1) NAD[0] + (4) H+[1] + (1) Ubiquinol-8[0]	
660				Energy	Respiratory_complex_I_in_plants_(mitochondrial)	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13	rxn13726	(1) NADH[0] + (5) H+[0] + (1) Ubiquinone-8[0] <=> (1) NAD[0] + (4) H+[1] + (1) Ubiquinol-8[0]	
661				Energy	Respiratory_complex_I_in_plants_(mitochondrial)	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2	rxn13726	(1) NADH[0] + (5) H+[0] + (1) Ubiquinone-8[0] <=> (1) NAD[0] + (4) H+[1] + (1) Ubiquinol-8[0]	
662				Energy	Respiratory_complex_I_in_plants_(mitochondrial)	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5	rxn13726	(1) NADH[0] + (5) H+[0] + (1) Ubiquinone-8[0] <=> (1) NAD[0] + (4) H+[1] + (1) Ubiquinol-8[0]	
663				Energy	Respiratory_complex_I_in_plants_(mitochondrial)	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6	rxn13726	(1) NADH[0] + (5) H+[0] + (1) Ubiquinone-8[0] <=> (1) NAD[0] + (4) H+[1] + (1) Ubiquinol-8[0]	
664				Energy	Respiratory_complex_I_in_plants_(mitochondrial)	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8	rxn13726	(1) NADH[0] + (5) H+[0] + (1) Ubiquinone-8[0] <=> (1) NAD[0] + (4) H+[1] + (1) Ubiquinol-8[0]	
665				Energy	Respiratory_complex_I_in_plants_(mitochondrial)	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9	rxn13726	(1) NADH[0] + (5) H+[0] + (1) Ubiquinone-8[0] <=> (1) NAD[0] + (4) H+[1] + (1) Ubiquinol-8[0]	
666				Energy	Respiratory_complex_I_in_plants_(mitochondrial)	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10	rxn13726	(1) NADH[0] + (5) H+[0] + (1) Ubiquinone-8[0] <=> (1) NAD[0] + (4) H+[1] + (1) Ubiquinol-8[0]	
667				Energy	Respiratory_complex_I_in_plants_(mitochondrial)	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 2	rxn13726	(1) NADH[0] + (5) H+[0] + (1) Ubiquinone-8[0] <=> (1) NAD[0] + (4) H+[1] + (1) Ubiquinol-8[0]	
668				Energy	Respiratory_complex_I_in_plants_(mitochondrial)	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3	rxn13726	(1) NADH[0] + (5) H+[0] + (1) Ubiquinone-8[0] <=> (1) NAD[0] + (4) H+[1] + (1) Ubiquinol-8[0]	
669				Energy	Respiratory_complex_I_in_plants_(mitochondrial)	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7	rxn13726	(1) NADH[0] + (5) H+[0] + (1) Ubiquinone-8[0] <=> (1) NAD[0] + (4) H+[1] + (1) Ubiquinol-8[0]	
670				Energy	Respiratory_complex_I_in_plants_(mitochondrial)	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8	rxn13726	(1) NADH[0] + (5) H+[0] + (1) Ubiquinone-8[0] <=> (1) NAD[0] + (4) H+[1] + (1) Ubiquinol-8[0]	
671				Energy	Respiratory_complex_I_in_plants_(mitochondrial)	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9	rxn13726	(1) NADH[0] + (5) H+[0] + (1) Ubiquinone-8[0] <=> (1) NAD[0] + (4) H+[1] + (1) Ubiquinol-8[0]	
672	1.6.5.3, 1.6.99.3			Energy	Respiratory_complex_I_in_plants_(mitochondrial)	NADH dehydrogenase [ubiquinone] flavoprotein 1 (EC 1.6.5.3) (EC 1.6.99.3)	rxn13726	(1) NADH[0] + (5) H+[0] + (1) Ubiquinone-8[0] <=> (1) NAD[0] + (4) H+[1] + (1) Ubiquinol-8[0]	
