"PSI","Species A","Species B"
"0.28","sp|Q8LL69|DBNBT_TAXCA","Bdistachyon_v3.1||Bradi2g05480.1"
"0.28","sp|Q8LL69|DBNBT_TAXCA","Bdistachyon_v3.1||Bradi3g30220.1"
"0.28","sp|Q8LL69|DBNBT_TAXCA","Bdistachyon_v3.1||Bradi3g46350.1"
"0.28","sp|Q8LL69|DBNBT_TAXCA","GWHPAOSJ004773"
"0.28","sp|Q8LL69|DBNBT_TAXCA","GWHPAOSJ005255"
"0.28","sp|Q8LL69|DBNBT_TAXCA","GWHPAOSJ009264"
"0.28","sp|Q8LL69|DBNBT_TAXCA","Gmax_Wm82.a4.v1||Glyma.07G021600.1"
"0.28","sp|Q8LL69|DBNBT_TAXCA","Gmax_Wm82.a4.v1||Glyma.08G220200.1"
"0.28","sp|Q8LL69|DBNBT_TAXCA","Gmax_Wm82.a4.v1||Glyma.16G044300.1"
"0.28","sp|Q8LL69|DBNBT_TAXCA","Mdomestica_v1.0||MDP0000123589"
"0.28","sp|Q8LL69|DBNBT_TAXCA","Mdomestica_v1.0||MDP0000158999"
"0.28","sp|Q8LL69|DBNBT_TAXCA","Mdomestica_v1.0||MDP0000242601"
"0.28","sp|Q8LL69|DBNBT_TAXCA","Mdomestica_v1.0||MDP0000250804"
"0.28","sp|Q8LL69|DBNBT_TAXCA","Mdomestica_v1.0||MDP0000311103"
"0.28","sp|Q8LL69|DBNBT_TAXCA","Mdomestica_v1.0||MDP0000639264"
"0.28","sp|Q8LL69|DBNBT_TAXCA","Osativa_v7.0||LOC_Os01g42870.1"
"0.28","sp|Q8LL69|DBNBT_TAXCA","Osativa_v7.0||LOC_Os06g08580.1"
"0.28","sp|Q8LL69|DBNBT_TAXCA","Osativa_v7.0||LOC_Os10g35950.1"
"0.28","sp|Q8LL69|DBNBT_TAXCA","PWA37917.1"
"0.28","sp|Q8LL69|DBNBT_TAXCA","PWA39281.1"
"0.28","sp|Q8LL69|DBNBT_TAXCA","PWA47623.1"
"0.28","sp|Q8LL69|DBNBT_TAXCA","PWA59468.1"
"0.28","sp|Q8LL69|DBNBT_TAXCA","PWA78750.1"
"0.28","sp|Q8LL69|DBNBT_TAXCA","PWA80783.1"
"0.28","sp|Q8LL69|DBNBT_TAXCA","PWA89494.1"
"0.28","sp|Q8LL69|DBNBT_TAXCA","Ptrichocarpa_v4.1||Potri.001G042900.3"
"0.28","sp|Q8LL69|DBNBT_TAXCA","Ptrichocarpa_v4.1||Potri.001G127400.1"
"0.28","sp|Q8LL69|DBNBT_TAXCA","Ptrichocarpa_v4.1||Potri.002G032200.1"
"0.28","sp|Q8LL69|DBNBT_TAXCA","Ptrichocarpa_v4.1||Potri.003G183900.3"
"0.28","sp|Q8LL69|DBNBT_TAXCA","Ptrichocarpa_v4.1||Potri.008G071200.1"
"0.28","sp|Q8LL69|DBNBT_TAXCA","Ptrichocarpa_v4.1||Potri.010G180000.1"
"0.28","sp|Q8LL69|DBNBT_TAXCA","Ptrichocarpa_v4.1||Potri.014G166600.2"
"0.28","sp|Q8LL69|DBNBT_TAXCA","Ptrichocarpa_v4.1||Potri.018G104700.1"
"0.28","sp|Q8LL69|DBNBT_TAXCA","Ptrichocarpa_v4.1||Potri.018G105500.1"
"0.28","sp|Q8LL69|DBNBT_TAXCA","Sbicolor_v3.1.1||Sobic.001G201800.1"
"0.28","sp|Q8LL69|DBNBT_TAXCA","Sbicolor_v3.1.1||Sobic.002G063800.1"
"0.28","sp|Q8LL69|DBNBT_TAXCA","Sbicolor_v3.1.1||Sobic.003G411100.1"
"0.28","sp|Q8LL69|DBNBT_TAXCA","Sbicolor_v3.1.1||Sobic.007G203600.1"
"0.28","sp|Q8LL69|DBNBT_TAXCA","Sbicolor_v3.1.1||Sobic.010G204000.1"
"0.28","sp|Q8LL69|DBNBT_TAXCA","Slycopersicum_ITAG3.2||Solyc01g005895.1.1"
"0.28","sp|Q8LL69|DBNBT_TAXCA","Slycopersicum_ITAG3.2||Solyc07g005760.3.1"
"0.28","sp|Q8LL69|DBNBT_TAXCA","Smoellendorffii_v1.0||152997"
"0.28","sp|Q8LL69|DBNBT_TAXCA","Smoellendorffii_v1.0||232141"
"0.28","sp|Q8LL69|DBNBT_TAXCA","Smoellendorffii_v1.0||75670"
"0.28","sp|Q8LL69|DBNBT_TAXCA","Sphagnum_fallax||Sphfalx02G047200.1"
"0.28","sp|Q8LL69|DBNBT_TAXCA","Sphagnum_fallax||Sphfalx11G017200.1"
"0.28","sp|Q8LL69|DBNBT_TAXCA","Sphagnum_fallax||Sphfalx11G017300.1"
"0.28","sp|Q8LL69|DBNBT_TAXCA","Spolyrhiza_v2||Spipo12G0048000"
"0.28","sp|Q8LL69|DBNBT_TAXCA","Taxus_chinensis||evm2.model.Chr11.2596"
"0.28","sp|Q8LL69|DBNBT_TAXCA","Zmays_RefGen_V4||Zm00001d007350_T001"
"0.28","sp|Q8LL69|DBNBT_TAXCA","Zmays_RefGen_V4||Zm00001d007781_T001"
"0.28","sp|Q8LL69|DBNBT_TAXCA","Zmays_RefGen_V4||Zm00001d032527_T001"
"0.28","sp|Q8LL69|DBNBT_TAXCA","Zmays_RefGen_V4||Zm00001d039535_T001"
"0.28","sp|Q8LL69|DBNBT_TAXCA","Zmays_RefGen_V4||Zm00001d045584_T001"
"0.28","sp|Q8LL69|DBNBT_TAXCA","Zmays_RefGen_V4||Zm00001d046604_T001"
"0.28","sp|Q8LL69|DBNBT_TAXCA","Zmays_RefGen_V4||Zm00001d046610_T001"
"0.28","sp|Q8LL69|DBNBT_TAXCA","Zmays_RefGen_V4||Zm00001d048866_T001"
"0.28","sp|Q8LL69|DBNBT_TAXCA","Zmays_RefGen_V4||Zm00001d049989_T001"
"0.28","sp|Q9FPW3|DBBT_TAXCU","Athaliana_TAIR10||AT3G03480.1"
"0.28","sp|Q9FPW3|DBBT_TAXCU","Athaliana_TAIR10||AT3G47170.1"
"0.28","sp|Q9FPW3|DBBT_TAXCU","Athaliana_TAIR10||AT3G62160.1"
"0.28","sp|Q9FPW3|DBBT_TAXCU","Athaliana_TAIR10||AT5G07080.1"
"0.28","sp|Q9FPW3|DBBT_TAXCU","Athaliana_TAIR10||AT5G17540.1"
"0.28","sp|Q9FPW3|DBBT_TAXCU","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00011.212"
"0.28","sp|Q9FPW3|DBBT_TAXCU","Bdistachyon_v3.1||Bradi2g41620.2"
"0.28","sp|Q9FPW3|DBBT_TAXCU","Bdistachyon_v3.1||Bradi2g43520.1"
"0.28","sp|Q9FPW3|DBBT_TAXCU","Bdistachyon_v3.1||Bradi3g30220.1"
"0.28","sp|Q9FPW3|DBBT_TAXCU","Bdistachyon_v3.1||Bradi4g21930.1"
"0.28","sp|Q9FPW3|DBBT_TAXCU","Bdistachyon_v3.1||Bradi5g15140.1"
"0.28","sp|Q9FPW3|DBBT_TAXCU","Csinensis_v1.1||orange1.1g013346m"
"0.28","sp|Q9FPW3|DBBT_TAXCU","GWHPAOSJ002392"
"0.28","sp|Q9FPW3|DBBT_TAXCU","GWHPAOSJ025594"
"0.28","sp|Q9FPW3|DBBT_TAXCU","GWHPAOSJ025845"
"0.28","sp|Q9FPW3|DBBT_TAXCU","Gmax_Wm82.a4.v1||Glyma.03G244300.1"
"0.28","sp|Q9FPW3|DBBT_TAXCU","Gmax_Wm82.a4.v1||Glyma.04G198000.2"
"0.28","sp|Q9FPW3|DBBT_TAXCU","Gmax_Wm82.a4.v1||Glyma.06G211200.1"
"0.28","sp|Q9FPW3|DBBT_TAXCU","Gmax_Wm82.a4.v1||Glyma.16G053300.2"
"0.28","sp|Q9FPW3|DBBT_TAXCU","Gmax_Wm82.a4.v1||Glyma.19G096100.1"
"0.28","sp|Q9FPW3|DBBT_TAXCU","Mdomestica_v1.0||MDP0000158999"
"0.28","sp|Q9FPW3|DBBT_TAXCU","Mdomestica_v1.0||MDP0000166457"
"0.28","sp|Q9FPW3|DBBT_TAXCU","Mdomestica_v1.0||MDP0000185723"
"0.28","sp|Q9FPW3|DBBT_TAXCU","Mdomestica_v1.0||MDP0000258308"
"0.28","sp|Q9FPW3|DBBT_TAXCU","Mdomestica_v1.0||MDP0000312405"
"0.28","sp|Q9FPW3|DBBT_TAXCU","Mdomestica_v1.0||MDP0000370643"
"0.28","sp|Q9FPW3|DBBT_TAXCU","Mdomestica_v1.0||MDP0000407572"
"0.28","sp|Q9FPW3|DBBT_TAXCU","Osativa_v7.0||LOC_Os04g42830.1"
"0.28","sp|Q9FPW3|DBBT_TAXCU","Osativa_v7.0||LOC_Os05g19910.1"
"0.28","sp|Q9FPW3|DBBT_TAXCU","Osativa_v7.0||LOC_Os05g22300.1"
"0.28","sp|Q9FPW3|DBBT_TAXCU","PWA35222.1"
"0.28","sp|Q9FPW3|DBBT_TAXCU","PWA68421.1"
"0.28","sp|Q9FPW3|DBBT_TAXCU","PWA84990.1"
"0.28","sp|Q9FPW3|DBBT_TAXCU","PWA89494.1"
"0.28","sp|Q9FPW3|DBBT_TAXCU","Ptrichocarpa_v4.1||Potri.001G326300.1"
"0.28","sp|Q9FPW3|DBBT_TAXCU","Ptrichocarpa_v4.1||Potri.003G019900.1"
"0.28","sp|Q9FPW3|DBBT_TAXCU","Ptrichocarpa_v4.1||Potri.004G053500.1"
"0.28","sp|Q9FPW3|DBBT_TAXCU","Ptrichocarpa_v4.1||Potri.013G112100.1"
"0.28","sp|Q9FPW3|DBBT_TAXCU","Ptrichocarpa_v4.1||Potri.017G068500.1"
"0.28","sp|Q9FPW3|DBBT_TAXCU","Sbicolor_v3.1.1||Sobic.006G247400.1"
"0.28","sp|Q9FPW3|DBBT_TAXCU","Sbicolor_v3.1.1||Sobic.009G037300.1"
"0.28","sp|Q9FPW3|DBBT_TAXCU","Sbicolor_v3.1.1||Sobic.010G204000.1"
"0.28","sp|Q9FPW3|DBBT_TAXCU","Slycopersicum_ITAG3.2||Solyc04g079720.3.1"
"0.28","sp|Q9FPW3|DBBT_TAXCU","Spolyrhiza_v2||Spipo26G0021000"
"0.28","sp|Q9FPW3|DBBT_TAXCU","Taxus_chinensis||evm2.model.Chr01.1502"
"0.28","sp|Q9FPW3|DBBT_TAXCU","Zmays_RefGen_V4||Zm00001d007781_T001"
"0.28","sp|Q9M6E2|DBAT_TAXCU","Athaliana_TAIR10||AT2G23510.1"
"0.28","sp|Q9M6E2|DBAT_TAXCU","Athaliana_TAIR10||AT2G40230.1"
"0.28","sp|Q9M6E2|DBAT_TAXCU","Athaliana_TAIR10||AT5G41040.1"
"0.28","sp|Q9M6E2|DBAT_TAXCU","Bdistachyon_v3.1||Bradi1g49060.1"
"0.28","sp|Q9M6E2|DBAT_TAXCU","Bdistachyon_v3.1||Bradi2g05480.1"
"0.28","sp|Q9M6E2|DBAT_TAXCU","Csinensis_v1.1||orange1.1g035497m"
"0.28","sp|Q9M6E2|DBAT_TAXCU","GWHPAOSJ002392"
"0.28","sp|Q9M6E2|DBAT_TAXCU","Gmax_Wm82.a4.v1||Glyma.02G264600.1"
"0.28","sp|Q9M6E2|DBAT_TAXCU","Gmax_Wm82.a4.v1||Glyma.06G029900.1"
"0.28","sp|Q9M6E2|DBAT_TAXCU","Gmax_Wm82.a4.v1||Glyma.13G044100.1"
"0.28","sp|Q9M6E2|DBAT_TAXCU","Mdomestica_v1.0||MDP0000282945"
"0.28","sp|Q9M6E2|DBAT_TAXCU","Mdomestica_v1.0||MDP0000312405"
"0.28","sp|Q9M6E2|DBAT_TAXCU","Mdomestica_v1.0||MDP0000370643"
"0.28","sp|Q9M6E2|DBAT_TAXCU","Osativa_v7.0||LOC_Os01g09010.1"
"0.28","sp|Q9M6E2|DBAT_TAXCU","Osativa_v7.0||LOC_Os01g42870.1"
"0.28","sp|Q9M6E2|DBAT_TAXCU","Osativa_v7.0||LOC_Os05g22300.1"
"0.28","sp|Q9M6E2|DBAT_TAXCU","Osativa_v7.0||LOC_Os06g06180.1"
"0.28","sp|Q9M6E2|DBAT_TAXCU","Osativa_v7.0||LOC_Os07g36560.1"
"0.28","sp|Q9M6E2|DBAT_TAXCU","PWA80782.1"
"0.28","sp|Q9M6E2|DBAT_TAXCU","PWA87111.1"
"0.28","sp|Q9M6E2|DBAT_TAXCU","Ptrichocarpa_v4.1||Potri.005G230900.1"
"0.28","sp|Q9M6E2|DBAT_TAXCU","Ptrichocarpa_v4.1||Potri.006G157100.1"
"0.28","sp|Q9M6E2|DBAT_TAXCU","Ptrichocarpa_v4.1||Potri.006G158400.1"
"0.28","sp|Q9M6E2|DBAT_TAXCU","Ptrichocarpa_v4.1||Potri.010G186300.1"
"0.28","sp|Q9M6E2|DBAT_TAXCU","Sbicolor_v3.1.1||Sobic.003G037800.1"
"0.28","sp|Q9M6E2|DBAT_TAXCU","Sbicolor_v3.1.1||Sobic.007G144400.1"
"0.28","sp|Q9M6E2|DBAT_TAXCU","Sbicolor_v3.1.1||Sobic.010G043700.2"
"0.28","sp|Q9M6E2|DBAT_TAXCU","Sbicolor_v3.1.1||Sobic.010G204000.1"
"0.28","sp|Q9M6E2|DBAT_TAXCU","Slycopersicum_ITAG3.2||Solyc01g005895.1.1"
"0.28","sp|Q9M6E2|DBAT_TAXCU","Smoellendorffii_v1.0||75670"
"0.28","sp|Q9M6E2|DBAT_TAXCU","Sphagnum_fallax||Sphfalx01G199500.1"
"0.28","sp|Q9M6E2|DBAT_TAXCU","Zmays_RefGen_V4||Zm00001d030214_T001"
"0.28","sp|Q9M6E2|DBAT_TAXCU","Zmays_RefGen_V4||Zm00001d039535_T001"
"0.28","sp|Q9M6F0|T5AT_TAXCU","Athaliana_TAIR10||AT2G23510.1"
"0.28","sp|Q9M6F0|T5AT_TAXCU","Athaliana_TAIR10||AT2G40230.1"
"0.28","sp|Q9M6F0|T5AT_TAXCU","Athaliana_TAIR10||AT3G48720.1"
"0.28","sp|Q9M6F0|T5AT_TAXCU","Athaliana_TAIR10||AT5G07080.1"
"0.28","sp|Q9M6F0|T5AT_TAXCU","Athaliana_TAIR10||AT5G17540.1"
"0.28","sp|Q9M6F0|T5AT_TAXCU","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00063.50"
"0.28","sp|Q9M6F0|T5AT_TAXCU","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00066.37"
"0.28","sp|Q9M6F0|T5AT_TAXCU","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00066.40"
"0.28","sp|Q9M6F0|T5AT_TAXCU","Bdistachyon_v3.1||Bradi1g49060.1"
"0.28","sp|Q9M6F0|T5AT_TAXCU","Bdistachyon_v3.1||Bradi2g05480.1"
"0.28","sp|Q9M6F0|T5AT_TAXCU","Bdistachyon_v3.1||Bradi2g43510.1"
"0.28","sp|Q9M6F0|T5AT_TAXCU","Bdistachyon_v3.1||Bradi4g37830.2"
"0.28","sp|Q9M6F0|T5AT_TAXCU","Csinensis_v1.1||orange1.1g039112m"
"0.28","sp|Q9M6F0|T5AT_TAXCU","GWHPAOSJ002392"
"0.28","sp|Q9M6F0|T5AT_TAXCU","GWHPAOSJ002963"
"0.28","sp|Q9M6F0|T5AT_TAXCU","GWHPAOSJ005952"
"0.28","sp|Q9M6F0|T5AT_TAXCU","GWHPAOSJ026098"
"0.28","sp|Q9M6F0|T5AT_TAXCU","Gmax_Wm82.a4.v1||Glyma.02G264600.1"
"0.28","sp|Q9M6F0|T5AT_TAXCU","Gmax_Wm82.a4.v1||Glyma.04G151700.1"
"0.28","sp|Q9M6F0|T5AT_TAXCU","Gmax_Wm82.a4.v1||Glyma.06G029900.1"
"0.28","sp|Q9M6F0|T5AT_TAXCU","Gmax_Wm82.a4.v1||Glyma.13G232400.1"
"0.28","sp|Q9M6F0|T5AT_TAXCU","Mdomestica_v1.0||MDP0000123589"
"0.28","sp|Q9M6F0|T5AT_TAXCU","Mdomestica_v1.0||MDP0000158999"
"0.28","sp|Q9M6F0|T5AT_TAXCU","Mdomestica_v1.0||MDP0000251339"
"0.28","sp|Q9M6F0|T5AT_TAXCU","Mdomestica_v1.0||MDP0000282945"
"0.28","sp|Q9M6F0|T5AT_TAXCU","Osativa_v7.0||LOC_Os05g08640.1"
"0.28","sp|Q9M6F0|T5AT_TAXCU","Osativa_v7.0||LOC_Os07g36560.1"
"0.28","sp|Q9M6F0|T5AT_TAXCU","PWA54730.1"
"0.28","sp|Q9M6F0|T5AT_TAXCU","PWA66964.1"
"0.28","sp|Q9M6F0|T5AT_TAXCU","PWA76684.1"
"0.28","sp|Q9M6F0|T5AT_TAXCU","PWA78750.1"
"0.28","sp|Q9M6F0|T5AT_TAXCU","PWA80782.1"
"0.28","sp|Q9M6F0|T5AT_TAXCU","PWA87111.1"
"0.28","sp|Q9M6F0|T5AT_TAXCU","Ptrichocarpa_v4.1||Potri.001G042900.3"
"0.28","sp|Q9M6F0|T5AT_TAXCU","Ptrichocarpa_v4.1||Potri.003G183900.3"
"0.28","sp|Q9M6F0|T5AT_TAXCU","Ptrichocarpa_v4.1||Potri.018G104700.1"
"0.28","sp|Q9M6F0|T5AT_TAXCU","Sbicolor_v3.1.1||Sobic.003G219700.1"
"0.28","sp|Q9M6F0|T5AT_TAXCU","Sbicolor_v3.1.1||Sobic.003G411100.1"
"0.28","sp|Q9M6F0|T5AT_TAXCU","Sbicolor_v3.1.1||Sobic.007G144400.1"
"0.28","sp|Q9M6F0|T5AT_TAXCU","Sbicolor_v3.1.1||Sobic.010G043700.2"
"0.28","sp|Q9M6F0|T5AT_TAXCU","Sbicolor_v3.1.1||Sobic.010G204000.1"
"0.28","sp|Q9M6F0|T5AT_TAXCU","Slycopersicum_ITAG3.2||Solyc06g051130.1.1"
"0.28","sp|Q9M6F0|T5AT_TAXCU","Slycopersicum_ITAG3.2||Solyc08g013830.1.1"
"0.28","sp|Q9M6F0|T5AT_TAXCU","Slycopersicum_ITAG3.2||Solyc11g008630.2.1"
"0.28","sp|Q9M6F0|T5AT_TAXCU","Smoellendorffii_v1.0||88533"
"0.28","sp|Q9M6F0|T5AT_TAXCU","Smoellendorffii_v1.0||99210"
"0.28","sp|Q9M6F0|T5AT_TAXCU","Spolyrhiza_v2||Spipo12G0048000"
"0.28","sp|Q9M6F0|T5AT_TAXCU","Taxus_chinensis||evm2.model.Chr01.559"
"0.28","sp|Q9M6F0|T5AT_TAXCU","Zmays_RefGen_V4||Zm00001d008756_T001"
"0.28","sp|Q9M6F0|T5AT_TAXCU","Zmays_RefGen_V4||Zm00001d009960_T001"
"0.28","sp|Q9M6F0|T5AT_TAXCU","Zmays_RefGen_V4||Zm00001d011348_T001"
"0.28","sp|Q9M6F0|T5AT_TAXCU","Zmays_RefGen_V4||Zm00001d037619_T001"
"0.28","sp|Q9M6F0|T5AT_TAXCU","Zmays_RefGen_V4||Zm00001d039535_T001"
"0.28","sp|Q9M6F0|T5AT_TAXCU","Zmays_RefGen_V4||Zm00001d039615_T001"
"0.28","sp|Q9M6F0|T5AT_TAXCU","Zmays_RefGen_V4||Zm00001d045304_T001"
"0.29","Athaliana_TAIR10||AT1G03390.1","sp|Q9M6E2|DBAT_TAXCU"
"0.29","Athaliana_TAIR10||AT1G28680.1","sp|Q8LL69|DBNBT_TAXCA"
"0.29","Athaliana_TAIR10||AT1G28680.1","sp|Q9M6F0|T5AT_TAXCU"
"0.29","Athaliana_TAIR10||AT2G23510.1","sp|Q8LL69|DBNBT_TAXCA"
"0.29","Athaliana_TAIR10||AT2G25150.1","sp|Q9M6E2|DBAT_TAXCU"
"0.29","Athaliana_TAIR10||AT2G25150.1","sp|Q9M6F0|T5AT_TAXCU"
"0.29","Athaliana_TAIR10||AT3G47170.1","sp|Q9M6E2|DBAT_TAXCU"
"0.29","Athaliana_TAIR10||AT3G62160.1","sp|Q9M6F0|T5AT_TAXCU"
"0.29","Athaliana_TAIR10||AT5G07080.1","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.29","Athaliana_TAIR10||AT5G17540.1","sp|Q9M6E2|DBAT_TAXCU"
"0.29","Athaliana_TAIR10||AT5G41040.1","sp|Q8LL69|DBNBT_TAXCA"
"0.29","Athaliana_TAIR10||AT5G63560.1","sp|Q8LL69|DBNBT_TAXCA"
"0.29","Athaliana_TAIR10||AT5G63560.1","sp|Q9M6E2|DBAT_TAXCU"
"0.29","Athaliana_TAIR10||AT5G63560.1","sp|Q9M6F0|T5AT_TAXCU"
"0.29","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00011.212","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.29","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00014.51","sp|Q9M6F0|T5AT_TAXCU"
"0.29","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00016.187","sp|Q9FPW3|DBBT_TAXCU"
"0.29","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00045.100","sp|Q9FPW3|DBBT_TAXCU"
"0.29","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00066.40","sp|Q8LL69|DBNBT_TAXCA"
"0.29","Bdistachyon_v3.1||Bradi1g47232.1","sp|Q8LL69|DBNBT_TAXCA"
"0.29","Bdistachyon_v3.1||Bradi2g04990.1","sp|Q9M6F0|T5AT_TAXCU"
"0.29","Bdistachyon_v3.1||Bradi2g36670.1","sp|Q9FPW3|DBBT_TAXCU"
"0.29","Bdistachyon_v3.1||Bradi2g36670.1","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.29","Bdistachyon_v3.1||Bradi2g36910.1","sp|Q9M6F0|T5AT_TAXCU"
"0.29","Bdistachyon_v3.1||Bradi2g41620.2","sp|Q9M6E2|DBAT_TAXCU"
"0.29","Bdistachyon_v3.1||Bradi2g43510.1","sp|Q8LL69|DBNBT_TAXCA"
"0.29","Bdistachyon_v3.1||Bradi2g43510.1","sp|Q9M6E2|DBAT_TAXCU"
"0.29","Bdistachyon_v3.1||Bradi3g46350.1","sp|Q9FPW3|DBBT_TAXCU"
"0.29","Bdistachyon_v3.1||Bradi3g46350.1","sp|Q9M6E2|DBAT_TAXCU"
"0.29","Bdistachyon_v3.1||Bradi4g06067.1","sp|Q9FPW3|DBBT_TAXCU"
"0.29","Bdistachyon_v3.1||Bradi5g01240.1","sp|Q9M6E2|DBAT_TAXCU"
"0.29","Bdistachyon_v3.1||Bradi5g01240.1","sp|Q9M6F0|T5AT_TAXCU"
"0.29","Csinensis_v1.1||orange1.1g013346m","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.29","Csinensis_v1.1||orange1.1g013437m","sp|Q9FPW3|DBBT_TAXCU"
"0.29","Csinensis_v1.1||orange1.1g013437m","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.29","Csinensis_v1.1||orange1.1g014029m","sp|Q9FPW3|DBBT_TAXCU"
"0.29","Csinensis_v1.1||orange1.1g014078m","sp|Q9FPW3|DBBT_TAXCU"
"0.29","Csinensis_v1.1||orange1.1g014388m","sp|Q8LL69|DBNBT_TAXCA"
"0.29","Csinensis_v1.1||orange1.1g039112m","sp|Q9M6E2|DBAT_TAXCU"
"0.29","GWHPAOSJ002963","sp|Q9M6E2|DBAT_TAXCU"
"0.29","GWHPAOSJ025843","sp|Q9FPW3|DBBT_TAXCU"
"0.29","GWHPAOSJ025845","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.29","GWHPAOSJ026055","sp|Q9M6F0|T5AT_TAXCU"
"0.29","GWHPAOSJ026098","sp|Q9M6E2|DBAT_TAXCU"
"0.29","Gmax_Wm82.a4.v1||Glyma.02G001100.1","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.29","Gmax_Wm82.a4.v1||Glyma.03G244300.1","sp|Q8LL69|DBNBT_TAXCA"
"0.29","Gmax_Wm82.a4.v1||Glyma.03G244600.1","sp|Q9FPW3|DBBT_TAXCU"
"0.29","Gmax_Wm82.a4.v1||Glyma.04G151700.1","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.29","Gmax_Wm82.a4.v1||Glyma.04G198000.2","sp|Q9M6E2|DBAT_TAXCU"
"0.29","Gmax_Wm82.a4.v1||Glyma.05G203000.1","sp|Q9FPW3|DBBT_TAXCU"
"0.29","Gmax_Wm82.a4.v1||Glyma.06G029900.1","sp|Q8LL69|DBNBT_TAXCA"
"0.29","Gmax_Wm82.a4.v1||Glyma.06G167600.1","sp|Q9FPW3|DBBT_TAXCU"
"0.29","Gmax_Wm82.a4.v1||Glyma.06G211200.1","sp|Q9M6F0|T5AT_TAXCU"
"0.29","Gmax_Wm82.a4.v1||Glyma.06G211200.1","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.29","Gmax_Wm82.a4.v1||Glyma.08G010500.1","sp|Q9FPW3|DBBT_TAXCU"
"0.29","Gmax_Wm82.a4.v1||Glyma.10G000300.1","sp|Q8LL69|DBNBT_TAXCA"
"0.29","Gmax_Wm82.a4.v1||Glyma.10G159600.1","sp|Q8LL69|DBNBT_TAXCA"
"0.29","Gmax_Wm82.a4.v1||Glyma.10G159600.1","sp|Q9FPW3|DBBT_TAXCU"
"0.29","Gmax_Wm82.a4.v1||Glyma.13G044100.1","sp|Q9M6F0|T5AT_TAXCU"
"0.29","Gmax_Wm82.a4.v1||Glyma.13G232400.1","sp|Q9M6E2|DBAT_TAXCU"
"0.29","Gmax_Wm82.a4.v1||Glyma.18G056200.1","sp|Q9FPW3|DBBT_TAXCU"
"0.29","Gmax_Wm82.a4.v1||Glyma.18G056200.1","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.29","Gmax_Wm82.a4.v1||Glyma.19G242000.1","sp|Q8LL69|DBNBT_TAXCA"
"0.29","Gmax_Wm82.a4.v1||Glyma.19G242100.1","sp|Q8LL69|DBNBT_TAXCA"
"0.29","Mdomestica_v1.0||MDP0000123589","sp|Q9M6E2|DBAT_TAXCU"
"0.29","Mdomestica_v1.0||MDP0000158999","sp|Q9M6E2|DBAT_TAXCU"
"0.29","Mdomestica_v1.0||MDP0000160402","sp|Q9M6F0|T5AT_TAXCU"
"0.29","Mdomestica_v1.0||MDP0000181342","sp|Q8LL69|DBNBT_TAXCA"
"0.29","Mdomestica_v1.0||MDP0000212465","sp|Q9FPW3|DBBT_TAXCU"
"0.29","Mdomestica_v1.0||MDP0000212465","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.29","Mdomestica_v1.0||MDP0000214714","sp|Q9FPW3|DBBT_TAXCU"
"0.29","Mdomestica_v1.0||MDP0000240081","sp|Q8LL69|DBNBT_TAXCA"
"0.29","Mdomestica_v1.0||MDP0000242601","sp|Q9M6E2|DBAT_TAXCU"
"0.29","Mdomestica_v1.0||MDP0000250804","sp|Q9M6F0|T5AT_TAXCU"
"0.29","Mdomestica_v1.0||MDP0000251339","sp|Q8LL69|DBNBT_TAXCA"
"0.29","Mdomestica_v1.0||MDP0000251339","sp|Q9M6E2|DBAT_TAXCU"
"0.29","Mdomestica_v1.0||MDP0000272067","sp|Q9M6F0|T5AT_TAXCU"
"0.29","Mdomestica_v1.0||MDP0000311103","sp|Q9M6E2|DBAT_TAXCU"
"0.29","Mdomestica_v1.0||MDP0000428199","sp|Q9FPW3|DBBT_TAXCU"
"0.29","Mdomestica_v1.0||MDP0000563404","sp|Q9FPW3|DBBT_TAXCU"
"0.29","Mdomestica_v1.0||MDP0000639264","sp|Q9M6F0|T5AT_TAXCU"
"0.29","Osativa_v7.0||LOC_Os01g08380.1","sp|Q9M6F0|T5AT_TAXCU"
"0.29","Osativa_v7.0||LOC_Os01g18744.1","sp|Q9FPW3|DBBT_TAXCU"
"0.29","Osativa_v7.0||LOC_Os01g24790.1","sp|Q9FPW3|DBBT_TAXCU"
