"PSI","Species A","Species B"
"0.28","sp|Q84KI1|T14H_TAXCU","Sbicolor_v3.1.1||Sobic.001G022700.1"
"0.28","sp|Q84KI1|T14H_TAXCU","Sbicolor_v3.1.1||Sobic.004G268700.1"
"0.28","sp|Q84KI1|T14H_TAXCU","Sbicolor_v3.1.1||Sobic.005G060200.1"
"0.28","sp|Q84KI1|T14H_TAXCU","Sbicolor_v3.1.1||Sobic.006G114600.1"
"0.28","sp|Q84KI1|T14H_TAXCU","Slycopersicum_ITAG3.2||Solyc02g085360.3.1"
"0.28","sp|Q84KI1|T14H_TAXCU","Slycopersicum_ITAG3.2||Solyc04g071150.3.1"
"0.28","sp|Q84KI1|T14H_TAXCU","Spolyrhiza_v2||Spipo23G0002100"
"0.28","sp|Q84KI1|T14H_TAXCU","Taxus_chinensis||evm2.model.Chr04.1038"
"0.28","sp|Q84KI1|T14H_TAXCU","Taxus_chinensis||evm2.model.Chr04.2418"
"0.28","sp|Q84KI1|T14H_TAXCU","Taxus_chinensis||evm2.model.Chr07.1478"
"0.28","sp|Q84KI1|T14H_TAXCU","Zmays_RefGen_V4||Zm00001d003349_T001"
"0.28","sp|Q84KI1|T14H_TAXCU","Zmays_RefGen_V4||Zm00001d004957_T001"
"0.28","sp|Q84KI1|T14H_TAXCU","Zmays_RefGen_V4||Zm00001d051554_T002"
"0.28","sp|Q8W4T9|T13H_TAXCU","Athaliana_TAIR10||AT2G32440.1"
"0.28","sp|Q8W4T9|T13H_TAXCU","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00011.58"
"0.28","sp|Q8W4T9|T13H_TAXCU","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00062.122"
"0.28","sp|Q8W4T9|T13H_TAXCU","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00069.70"
"0.28","sp|Q8W4T9|T13H_TAXCU","Bdistachyon_v3.1||Bradi2g05980.3"
"0.28","sp|Q8W4T9|T13H_TAXCU","Bdistachyon_v3.1||Bradi5g03327.1"
"0.28","sp|Q8W4T9|T13H_TAXCU","Bdistachyon_v3.1||Bradi5g18790.1"
"0.28","sp|Q8W4T9|T13H_TAXCU","Csinensis_v1.1||orange1.1g010697m"
"0.28","sp|Q8W4T9|T13H_TAXCU","Csinensis_v1.1||orange1.1g010923m"
"0.28","sp|Q8W4T9|T13H_TAXCU","Csinensis_v1.1||orange1.1g011242m"
"0.28","sp|Q8W4T9|T13H_TAXCU","GWHPAOSJ008229"
"0.28","sp|Q8W4T9|T13H_TAXCU","GWHPAOSJ008231"
"0.28","sp|Q8W4T9|T13H_TAXCU","GWHPAOSJ014970"
"0.28","sp|Q8W4T9|T13H_TAXCU","GWHPAOSJ028633"
"0.28","sp|Q8W4T9|T13H_TAXCU","GWHPAOSJ029010"
"0.28","sp|Q8W4T9|T13H_TAXCU","Gmax_Wm82.a4.v1||Glyma.02G120700.1"
"0.28","sp|Q8W4T9|T13H_TAXCU","Gmax_Wm82.a4.v1||Glyma.07G010700.1"
"0.28","sp|Q8W4T9|T13H_TAXCU","Gmax_Wm82.a4.v1||Glyma.09G029400.1"
"0.28","sp|Q8W4T9|T13H_TAXCU","Gmax_Wm82.a4.v1||Glyma.13G052900.3"
"0.28","sp|Q8W4T9|T13H_TAXCU","Gmax_Wm82.a4.v1||Glyma.16G068100.1"
"0.28","sp|Q8W4T9|T13H_TAXCU","Gmax_Wm82.a4.v1||Glyma.19G033900.1"
"0.28","sp|Q8W4T9|T13H_TAXCU","Mdomestica_v1.0||MDP0000147638"
"0.28","sp|Q8W4T9|T13H_TAXCU","Mdomestica_v1.0||MDP0000179740"
"0.28","sp|Q8W4T9|T13H_TAXCU","Mdomestica_v1.0||MDP0000196008"
"0.28","sp|Q8W4T9|T13H_TAXCU","Mdomestica_v1.0||MDP0000286141"
"0.28","sp|Q8W4T9|T13H_TAXCU","Mdomestica_v1.0||MDP0000307964"
"0.28","sp|Q8W4T9|T13H_TAXCU","Mdomestica_v1.0||MDP0000498540"
"0.28","sp|Q8W4T9|T13H_TAXCU","Osativa_v7.0||LOC_Os04g39430.1"
"0.28","sp|Q8W4T9|T13H_TAXCU","Osativa_v7.0||LOC_Os05g11130.1"
"0.28","sp|Q8W4T9|T13H_TAXCU","PWA42746.1"
"0.28","sp|Q8W4T9|T13H_TAXCU","PWA69133.1"
"0.28","sp|Q8W4T9|T13H_TAXCU","Ptrichocarpa_v4.1||Potri.001G270800.1"
"0.28","sp|Q8W4T9|T13H_TAXCU","Ptrichocarpa_v4.1||Potri.002G069600.1"
"0.28","sp|Q8W4T9|T13H_TAXCU","Ptrichocarpa_v4.1||Potri.013G161800.1"
"0.28","sp|Q8W4T9|T13H_TAXCU","Ptrichocarpa_v4.1||Potri.014G171700.3"
"0.28","sp|Q8W4T9|T13H_TAXCU","Sbicolor_v3.1.1||Sobic.001G172400.1"
"0.28","sp|Q8W4T9|T13H_TAXCU","Sbicolor_v3.1.1||Sobic.006G114600.1"
"0.28","sp|Q8W4T9|T13H_TAXCU","Sbicolor_v3.1.1||Sobic.006G184000.1"
"0.28","sp|Q8W4T9|T13H_TAXCU","Sbicolor_v3.1.1||Sobic.009G074300.1"
"0.28","sp|Q8W4T9|T13H_TAXCU","Slycopersicum_ITAG3.2||Solyc02g085360.3.1"
"0.28","sp|Q8W4T9|T13H_TAXCU","Smoellendorffii_v1.0||81507"
"0.28","sp|Q8W4T9|T13H_TAXCU","Spolyrhiza_v2||Spipo10G0030400"
"0.28","sp|Q8W4T9|T13H_TAXCU","Spolyrhiza_v2||Spipo2G0104100"
"0.28","sp|Q8W4T9|T13H_TAXCU","Taxus_chinensis||evm2.model.Chr04.1038"
"0.28","sp|Q8W4T9|T13H_TAXCU","Taxus_chinensis||evm2.model.Chr04.2418"
"0.28","sp|Q8W4T9|T13H_TAXCU","Taxus_chinensis||evm2.model.Chr05.204"
"0.28","sp|Q8W4T9|T13H_TAXCU","Zmays_RefGen_V4||Zm00001d003349_T001"
"0.28","sp|Q8W4T9|T13H_TAXCU","Zmays_RefGen_V4||Zm00001d033180_T001"
"0.28","sp|Q8W4T9|T13H_TAXCU","Zmays_RefGen_V4||Zm00001d039453_T001"
"0.29","Athaliana_TAIR10||AT2G29090.1","sp|Q6WG30|T5H_TAXCU"
"0.29","Athaliana_TAIR10||AT2G29090.1","sp|Q84KI1|T14H_TAXCU"
"0.29","Athaliana_TAIR10||AT3G19270.1","sp|Q6WG30|T5H_TAXCU"
"0.29","Athaliana_TAIR10||AT3G50660.1","sp|Q6WG30|T5H_TAXCU"
"0.29","Athaliana_TAIR10||AT3G50660.1","sp|Q84KI1|T14H_TAXCU"
"0.29","Athaliana_TAIR10||AT3G50660.1","sp|Q9AXM6|T10H_TAXCU"
"0.29","Athaliana_TAIR10||AT4G19230.2","sp|Q6WG30|T5H_TAXCU"
"0.29","Athaliana_TAIR10||AT5G05690.1","sp|Q6WG30|T5H_TAXCU"
"0.29","Athaliana_TAIR10||AT5G05690.1","sp|Q84KI1|T14H_TAXCU"
"0.29","Athaliana_TAIR10||AT5G36130.1","sp|Q84KI1|T14H_TAXCU"
"0.29","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00012.224","sp|Q84KI1|T14H_TAXCU"
"0.29","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00012.224","sp|Q9AXM6|T10H_TAXCU"
"0.29","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00029.413","sp|Q8W4T9|T13H_TAXCU"
"0.29","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00049.134","sp|Q84KI1|T14H_TAXCU"
"0.29","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00049.134","sp|Q9AXM6|T10H_TAXCU"
"0.29","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00069.70","sp|Q9AXM6|T10H_TAXCU"
"0.29","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00091.57","sp|Q6WG30|T5H_TAXCU"
"0.29","Bdistachyon_v3.1||Bradi1g59660.1","sp|Q6WG30|T5H_TAXCU"
"0.29","Bdistachyon_v3.1||Bradi3g38150.1","sp|Q6WG30|T5H_TAXCU"
"0.29","Bdistachyon_v3.1||Bradi3g38150.1","sp|Q84KI1|T14H_TAXCU"
"0.29","Bdistachyon_v3.1||Bradi3g38150.1","sp|Q9AXM6|T10H_TAXCU"
"0.29","Bdistachyon_v3.1||Bradi3g51550.1","sp|Q9AXM6|T10H_TAXCU"
"0.29","Bdistachyon_v3.1||Bradi3g52660.1","sp|Q6WG30|T5H_TAXCU"
"0.29","Bdistachyon_v3.1||Bradi3g52660.1","sp|Q84KI1|T14H_TAXCU"
"0.29","Bdistachyon_v3.1||Bradi4g43110.1","sp|Q8W4T9|T13H_TAXCU"
"0.29","Bdistachyon_v3.1||Bradi5g12990.1","sp|Q8W4T9|T13H_TAXCU"
"0.29","Csinensis_v1.1||orange1.1g012199m","sp|Q6WG30|T5H_TAXCU"
"0.29","Csinensis_v1.1||orange1.1g042507m","sp|Q6WG30|T5H_TAXCU"
"0.29","GWHPAOSJ005626","sp|Q6WG30|T5H_TAXCU"
"0.29","GWHPAOSJ005626","sp|Q9AXM6|T10H_TAXCU"
"0.29","GWHPAOSJ005933","sp|Q6WG30|T5H_TAXCU"
"0.29","GWHPAOSJ005933","sp|Q84KI1|T14H_TAXCU"
"0.29","GWHPAOSJ009134","sp|Q84KI1|T14H_TAXCU"
"0.29","GWHPAOSJ009134","sp|Q8W4T9|T13H_TAXCU"
"0.29","GWHPAOSJ014970","sp|Q6WG30|T5H_TAXCU"
"0.29","GWHPAOSJ015247","sp|Q9AXM6|T10H_TAXCU"
"0.29","GWHPAOSJ015806","sp|Q6WG30|T5H_TAXCU"
"0.29","GWHPAOSJ015806","sp|Q9AXM6|T10H_TAXCU"
"0.29","GWHPAOSJ023320","sp|Q9AXM6|T10H_TAXCU"
"0.29","GWHPAOSJ023321","sp|Q84KI1|T14H_TAXCU"
"0.29","GWHPAOSJ028633","sp|Q6WG30|T5H_TAXCU"
"0.29","GWHPAOSJ028633","sp|Q84KI1|T14H_TAXCU"
"0.29","Gmax_Wm82.a4.v1||Glyma.02G083200.1","sp|Q6WG30|T5H_TAXCU"
"0.29","Gmax_Wm82.a4.v1||Glyma.02G132200.1","sp|Q6WG30|T5H_TAXCU"
"0.29","Gmax_Wm82.a4.v1||Glyma.02G132200.1","sp|Q84KI1|T14H_TAXCU"
"0.29","Gmax_Wm82.a4.v1||Glyma.02G132200.1","sp|Q9AXM6|T10H_TAXCU"
"0.29","Gmax_Wm82.a4.v1||Glyma.02G256800.1","sp|Q84KI1|T14H_TAXCU"
"0.29","Gmax_Wm82.a4.v1||Glyma.07G212700.2","sp|Q6WG30|T5H_TAXCU"
"0.29","Gmax_Wm82.a4.v1||Glyma.09G282900.1","sp|Q6WG30|T5H_TAXCU"
"0.29","Gmax_Wm82.a4.v1||Glyma.09G282900.1","sp|Q9AXM6|T10H_TAXCU"
"0.29","Gmax_Wm82.a4.v1||Glyma.11G228900.1","sp|Q6WG30|T5H_TAXCU"
"0.29","Gmax_Wm82.a4.v1||Glyma.11G228900.1","sp|Q9AXM6|T10H_TAXCU"
"0.29","Gmax_Wm82.a4.v1||Glyma.14G059900.1","sp|Q84KI1|T14H_TAXCU"
"0.29","Gmax_Wm82.a4.v1||Glyma.14G059900.1","sp|Q9AXM6|T10H_TAXCU"
"0.29","Gmax_Wm82.a4.v1||Glyma.14G082900.1","sp|Q6WG30|T5H_TAXCU"
"0.29","Gmax_Wm82.a4.v1||Glyma.16G068100.1","sp|Q6WG30|T5H_TAXCU"
"0.29","Gmax_Wm82.a4.v1||Glyma.16G068100.1","sp|Q84KI1|T14H_TAXCU"
"0.29","Gmax_Wm82.a4.v1||Glyma.16G076600.1","sp|Q84KI1|T14H_TAXCU"
"0.29","Gmax_Wm82.a4.v1||Glyma.16G109300.1","sp|Q84KI1|T14H_TAXCU"
"0.29","Gmax_Wm82.a4.v1||Glyma.17G133900.1","sp|Q84KI1|T14H_TAXCU"
"0.29","Gmax_Wm82.a4.v1||Glyma.17G242200.1","sp|Q6WG30|T5H_TAXCU"
"0.29","Gmax_Wm82.a4.v1||Glyma.18G028300.1","sp|Q8W4T9|T13H_TAXCU"
"0.29","Mdomestica_v1.0||MDP0000147638","sp|Q9AXM6|T10H_TAXCU"
"0.29","Mdomestica_v1.0||MDP0000179740","sp|Q6WG30|T5H_TAXCU"
"0.29","Mdomestica_v1.0||MDP0000196008","sp|Q9AXM6|T10H_TAXCU"
"0.29","Mdomestica_v1.0||MDP0000275594","sp|Q6WG30|T5H_TAXCU"
"0.29","Mdomestica_v1.0||MDP0000307964","sp|Q84KI1|T14H_TAXCU"
"0.29","Mdomestica_v1.0||MDP0000487461","sp|Q6WG30|T5H_TAXCU"
"0.29","Mdomestica_v1.0||MDP0000487461","sp|Q84KI1|T14H_TAXCU"
"0.29","Mdomestica_v1.0||MDP0000498540","sp|Q6WG30|T5H_TAXCU"
"0.29","Mdomestica_v1.0||MDP0000498540","sp|Q84KI1|T14H_TAXCU"
"0.29","Mdomestica_v1.0||MDP0000498540","sp|Q9AXM6|T10H_TAXCU"
"0.29","Mdomestica_v1.0||MDP0000859733","sp|Q84KI1|T14H_TAXCU"
"0.29","Osativa_v7.0||LOC_Os02g47470.1","sp|Q6WG30|T5H_TAXCU"
"0.29","Osativa_v7.0||LOC_Os02g47470.1","sp|Q84KI1|T14H_TAXCU"
"0.29","Osativa_v7.0||LOC_Os03g40540.1","sp|Q8W4T9|T13H_TAXCU"
"0.29","Osativa_v7.0||LOC_Os04g48170.1","sp|Q9AXM6|T10H_TAXCU"
"0.29","Osativa_v7.0||LOC_Os04g48200.1","sp|Q6WG30|T5H_TAXCU"
"0.29","Osativa_v7.0||LOC_Os04g48210.1","sp|Q8W4T9|T13H_TAXCU"
"0.29","Osativa_v7.0||LOC_Os08g36860.1","sp|Q6WG30|T5H_TAXCU"
"0.29","Osativa_v7.0||LOC_Os09g28390.1","sp|Q84KI1|T14H_TAXCU"
"0.29","Osativa_v7.0||LOC_Os11g04710.1","sp|Q84KI1|T14H_TAXCU"
"0.29","Osativa_v7.0||LOC_Os11g04710.1","sp|Q8W4T9|T13H_TAXCU"
"0.29","Osativa_v7.0||LOC_Os12g04480.1","sp|Q8W4T9|T13H_TAXCU"
"0.29","PWA39784.1","sp|Q6WG30|T5H_TAXCU"
"0.29","PWA39784.1","sp|Q84KI1|T14H_TAXCU"
"0.29","PWA39784.1","sp|Q9AXM6|T10H_TAXCU"
"0.29","PWA43198.1","sp|Q84KI1|T14H_TAXCU"
"0.29","PWA43198.1","sp|Q9AXM6|T10H_TAXCU"
"0.29","PWA46586.1","sp|Q6WG30|T5H_TAXCU"
"0.29","PWA48649.1","sp|Q6WG30|T5H_TAXCU"
"0.29","PWA60659.1","sp|Q6WG30|T5H_TAXCU"
"0.29","PWA60659.1","sp|Q84KI1|T14H_TAXCU"
"0.29","PWA60659.1","sp|Q9AXM6|T10H_TAXCU"
"0.29","PWA69133.1","sp|Q84KI1|T14H_TAXCU"
"0.29","PWA70983.1","sp|Q6WG30|T5H_TAXCU"
"0.29","PWA76955.1","sp|Q6WG30|T5H_TAXCU"
"0.29","PWA84872.1","sp|Q6WG30|T5H_TAXCU"
"0.29","PWA91423.1","sp|Q6WG30|T5H_TAXCU"
"0.29","PWA91423.1","sp|Q84KI1|T14H_TAXCU"
"0.29","PWA91423.1","sp|Q9AXM6|T10H_TAXCU"
"0.29","PWA91940.1","sp|Q84KI1|T14H_TAXCU"
"0.29","PWA91940.1","sp|Q8W4T9|T13H_TAXCU"
"0.29","PWA95646.1","sp|Q8W4T9|T13H_TAXCU"
"0.29","PWA98942.1","sp|Q84KI1|T14H_TAXCU"
"0.29","PWA98942.1","sp|Q9AXM6|T10H_TAXCU"
"0.29","Ptrichocarpa_v4.1||Potri.002G126100.1","sp|Q84KI1|T14H_TAXCU"
"0.29","Ptrichocarpa_v4.1||Potri.003G038200.1","sp|Q8W4T9|T13H_TAXCU"
"0.29","Ptrichocarpa_v4.1||Potri.004G140900.1","sp|Q6WG30|T5H_TAXCU"
"0.29","Ptrichocarpa_v4.1||Potri.004G235400.1","sp|Q84KI1|T14H_TAXCU"
"0.29","Ptrichocarpa_v4.1||Potri.009G101700.2","sp|Q84KI1|T14H_TAXCU"
"0.29","Ptrichocarpa_v4.1||Potri.009G101700.2","sp|Q9AXM6|T10H_TAXCU"
"0.29","Ptrichocarpa_v4.1||Potri.010G189800.2","sp|Q6WG30|T5H_TAXCU"
"0.29","Ptrichocarpa_v4.1||Potri.012G071300.1","sp|Q8W4T9|T13H_TAXCU"
"0.29","Ptrichocarpa_v4.1||Potri.014G029100.1","sp|Q6WG30|T5H_TAXCU"
"0.29","Ptrichocarpa_v4.1||Potri.014G179100.2","sp|Q8W4T9|T13H_TAXCU"
"0.29","Sbicolor_v3.1.1||Sobic.001G022700.1","sp|Q6WG30|T5H_TAXCU"
"0.29","Sbicolor_v3.1.1||Sobic.001G022700.1","sp|Q9AXM6|T10H_TAXCU"
"0.29","Sbicolor_v3.1.1||Sobic.001G164200.1","sp|Q9AXM6|T10H_TAXCU"
"0.29","Sbicolor_v3.1.1||Sobic.001G172400.1","sp|Q9AXM6|T10H_TAXCU"
"0.29","Sbicolor_v3.1.1||Sobic.001G430600.1","sp|Q6WG30|T5H_TAXCU"
"0.29","Sbicolor_v3.1.1||Sobic.002G225400.1","sp|Q6WG30|T5H_TAXCU"
"0.29","Sbicolor_v3.1.1||Sobic.004G196200.1","sp|Q8W4T9|T13H_TAXCU"
"0.29","Sbicolor_v3.1.1||Sobic.004G268700.1","sp|Q6WG30|T5H_TAXCU"
"0.29","Sbicolor_v3.1.1||Sobic.004G268700.1","sp|Q9AXM6|T10H_TAXCU"
"0.29","Sbicolor_v3.1.1||Sobic.005G030400.2","sp|Q84KI1|T14H_TAXCU"
"0.29","Sbicolor_v3.1.1||Sobic.005G060200.1","sp|Q6WG30|T5H_TAXCU"
"0.29","Sbicolor_v3.1.1||Sobic.005G060200.1","sp|Q9AXM6|T10H_TAXCU"
"0.29","Sbicolor_v3.1.1||Sobic.006G184000.1","sp|Q9AXM6|T10H_TAXCU"
"0.29","Sbicolor_v3.1.1||Sobic.007G156300.1","sp|Q6WG30|T5H_TAXCU"
"0.29","Sbicolor_v3.1.1||Sobic.007G156300.1","sp|Q84KI1|T14H_TAXCU"
"0.29","Slycopersicum_ITAG3.2||Solyc01g080900.3.1","sp|Q6WG30|T5H_TAXCU"
"0.29","Slycopersicum_ITAG3.2||Solyc01g080900.3.1","sp|Q84KI1|T14H_TAXCU"
"0.29","Slycopersicum_ITAG3.2||Solyc01g080900.3.1","sp|Q8W4T9|T13H_TAXCU"
"0.29","Slycopersicum_ITAG3.2||Solyc01g108210.3.1","sp|Q6WG30|T5H_TAXCU"
"0.29","Slycopersicum_ITAG3.2||Solyc01g108210.3.1","sp|Q84KI1|T14H_TAXCU"
"0.29","Slycopersicum_ITAG3.2||Solyc02g085360.3.1","sp|Q9AXM6|T10H_TAXCU"
"0.29","Slycopersicum_ITAG3.2||Solyc06g051750.3.1","sp|Q6WG30|T5H_TAXCU"
"0.29","Slycopersicum_ITAG3.2||Solyc06g051750.3.1","sp|Q84KI1|T14H_TAXCU"
"0.29","Smoellendorffii_v1.0||103517","sp|Q6WG30|T5H_TAXCU"
"0.29","Smoellendorffii_v1.0||103517","sp|Q84KI1|T14H_TAXCU"
"0.29","Smoellendorffii_v1.0||113458","sp|Q8W4T9|T13H_TAXCU"
"0.29","Smoellendorffii_v1.0||407046","sp|Q6WG30|T5H_TAXCU"
"0.29","Smoellendorffii_v1.0||407046","sp|Q84KI1|T14H_TAXCU"
"0.29","Smoellendorffii_v1.0||407046","sp|Q9AXM6|T10H_TAXCU"
"0.29","Smoellendorffii_v1.0||431878","sp|Q84KI1|T14H_TAXCU"
"0.29","Smoellendorffii_v1.0||431878","sp|Q9AXM6|T10H_TAXCU"
"0.29","Smoellendorffii_v1.0||81507","sp|Q6WG30|T5H_TAXCU"
"0.29","Smoellendorffii_v1.0||81507","sp|Q9AXM6|T10H_TAXCU"
"0.29","Smoellendorffii_v1.0||89147","sp|Q9AXM6|T10H_TAXCU"
"0.29","Smoellendorffii_v1.0||89153","sp|Q84KI1|T14H_TAXCU"
"0.29","Smoellendorffii_v1.0||96503","sp|Q84KI1|T14H_TAXCU"
"0.29","Smoellendorffii_v1.0||96503","sp|Q8W4T9|T13H_TAXCU"
"0.29","Smoellendorffii_v1.0||96503","sp|Q9AXM6|T10H_TAXCU"
"0.29","Sphagnum_fallax||Sphfalx04G052500.1","sp|Q84KI1|T14H_TAXCU"
"0.29","Spolyrhiza_v2||Spipo23G0002100","sp|Q8W4T9|T13H_TAXCU"
"0.29","Spolyrhiza_v2||Spipo23G0002100","sp|Q9AXM6|T10H_TAXCU"
"0.29","Taxus_chinensis||evm2.model.Chr05.223","sp|Q9AXM6|T10H_TAXCU"
"0.29","Taxus_chinensis||evm2.model.Chr07.1478","sp|Q8W4T9|T13H_TAXCU"
"0.29","Taxus_chinensis||evm2.model.Chr08.669","sp|Q84KI1|T14H_TAXCU"
"0.29","Zmays_RefGen_V4||Zm00001d005889_T001","sp|Q84KI1|T14H_TAXCU"
"0.29","Zmays_RefGen_V4||Zm00001d017762_T003","sp|Q6WG30|T5H_TAXCU"
"0.29","Zmays_RefGen_V4||Zm00001d017762_T003","sp|Q84KI1|T14H_TAXCU"
"0.29","Zmays_RefGen_V4||Zm00001d017762_T003","sp|Q9AXM6|T10H_TAXCU"
"0.29","Zmays_RefGen_V4||Zm00001d020717_T001","sp|Q84KI1|T14H_TAXCU"
"0.29","Zmays_RefGen_V4||Zm00001d050021_T001","sp|Q6WG30|T5H_TAXCU"
"0.29","Zmays_RefGen_V4||Zm00001d052475_T001","sp|Q6WG30|T5H_TAXCU"
"0.29","Zmays_RefGen_V4||Zm00001d052475_T001","sp|Q84KI1|T14H_TAXCU"
"0.29","sp|Q6WG30|T5H_TAXCU","Athaliana_TAIR10||AT2G29090.1"
"0.29","sp|Q6WG30|T5H_TAXCU","Athaliana_TAIR10||AT3G19270.1"
"0.29","sp|Q6WG30|T5H_TAXCU","Athaliana_TAIR10||AT3G50660.1"
"0.29","sp|Q6WG30|T5H_TAXCU","Athaliana_TAIR10||AT4G19230.2"
"0.29","sp|Q6WG30|T5H_TAXCU","Athaliana_TAIR10||AT5G05690.1"
"0.29","sp|Q6WG30|T5H_TAXCU","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00091.57"
"0.29","sp|Q6WG30|T5H_TAXCU","Bdistachyon_v3.1||Bradi1g59660.1"
"0.29","sp|Q6WG30|T5H_TAXCU","Bdistachyon_v3.1||Bradi3g38150.1"
"0.29","sp|Q6WG30|T5H_TAXCU","Bdistachyon_v3.1||Bradi3g52660.1"
"0.29","sp|Q6WG30|T5H_TAXCU","Csinensis_v1.1||orange1.1g012199m"
"0.29","sp|Q6WG30|T5H_TAXCU","Csinensis_v1.1||orange1.1g042507m"
"0.29","sp|Q6WG30|T5H_TAXCU","GWHPAOSJ005626"
"0.29","sp|Q6WG30|T5H_TAXCU","GWHPAOSJ005933"
"0.29","sp|Q6WG30|T5H_TAXCU","GWHPAOSJ014970"
"0.29","sp|Q6WG30|T5H_TAXCU","GWHPAOSJ015806"
"0.29","sp|Q6WG30|T5H_TAXCU","GWHPAOSJ028633"
"0.29","sp|Q6WG30|T5H_TAXCU","Gmax_Wm82.a4.v1||Glyma.02G083200.1"
"0.29","sp|Q6WG30|T5H_TAXCU","Gmax_Wm82.a4.v1||Glyma.02G132200.1"
"0.29","sp|Q6WG30|T5H_TAXCU","Gmax_Wm82.a4.v1||Glyma.07G212700.2"
"0.29","sp|Q6WG30|T5H_TAXCU","Gmax_Wm82.a4.v1||Glyma.09G282900.1"
"0.29","sp|Q6WG30|T5H_TAXCU","Gmax_Wm82.a4.v1||Glyma.11G228900.1"
"0.29","sp|Q6WG30|T5H_TAXCU","Gmax_Wm82.a4.v1||Glyma.14G082900.1"
"0.29","sp|Q6WG30|T5H_TAXCU","Gmax_Wm82.a4.v1||Glyma.16G068100.1"
"0.29","sp|Q6WG30|T5H_TAXCU","Gmax_Wm82.a4.v1||Glyma.17G242200.1"
"0.29","sp|Q6WG30|T5H_TAXCU","Mdomestica_v1.0||MDP0000179740"
"0.29","sp|Q6WG30|T5H_TAXCU","Mdomestica_v1.0||MDP0000275594"
"0.29","sp|Q6WG30|T5H_TAXCU","Mdomestica_v1.0||MDP0000487461"
"0.29","sp|Q6WG30|T5H_TAXCU","Mdomestica_v1.0||MDP0000498540"
"0.29","sp|Q6WG30|T5H_TAXCU","Osativa_v7.0||LOC_Os02g47470.1"
"0.29","sp|Q6WG30|T5H_TAXCU","Osativa_v7.0||LOC_Os04g48200.1"
"0.29","sp|Q6WG30|T5H_TAXCU","Osativa_v7.0||LOC_Os08g36860.1"
"0.29","sp|Q6WG30|T5H_TAXCU","PWA39784.1"
"0.29","sp|Q6WG30|T5H_TAXCU","PWA46586.1"
"0.29","sp|Q6WG30|T5H_TAXCU","PWA48649.1"
"0.29","sp|Q6WG30|T5H_TAXCU","PWA60659.1"
"0.29","sp|Q6WG30|T5H_TAXCU","PWA70983.1"
"0.29","sp|Q6WG30|T5H_TAXCU","PWA76955.1"
"0.29","sp|Q6WG30|T5H_TAXCU","PWA84872.1"
"0.29","sp|Q6WG30|T5H_TAXCU","PWA91423.1"
"0.29","sp|Q6WG30|T5H_TAXCU","Ptrichocarpa_v4.1||Potri.004G140900.1"
"0.29","sp|Q6WG30|T5H_TAXCU","Ptrichocarpa_v4.1||Potri.010G189800.2"
"0.29","sp|Q6WG30|T5H_TAXCU","Ptrichocarpa_v4.1||Potri.014G029100.1"
"0.29","sp|Q6WG30|T5H_TAXCU","Sbicolor_v3.1.1||Sobic.001G022700.1"
"0.29","sp|Q6WG30|T5H_TAXCU","Sbicolor_v3.1.1||Sobic.001G430600.1"
"0.29","sp|Q6WG30|T5H_TAXCU","Sbicolor_v3.1.1||Sobic.002G225400.1"
"0.29","sp|Q6WG30|T5H_TAXCU","Sbicolor_v3.1.1||Sobic.004G268700.1"
"0.29","sp|Q6WG30|T5H_TAXCU","Sbicolor_v3.1.1||Sobic.005G060200.1"
"0.29","sp|Q6WG30|T5H_TAXCU","Sbicolor_v3.1.1||Sobic.007G156300.1"
"0.29","sp|Q6WG30|T5H_TAXCU","Slycopersicum_ITAG3.2||Solyc01g080900.3.1"
"0.29","sp|Q6WG30|T5H_TAXCU","Slycopersicum_ITAG3.2||Solyc01g108210.3.1"
"0.29","sp|Q6WG30|T5H_TAXCU","Slycopersicum_ITAG3.2||Solyc06g051750.3.1"
"0.29","sp|Q6WG30|T5H_TAXCU","Smoellendorffii_v1.0||103517"
"0.29","sp|Q6WG30|T5H_TAXCU","Smoellendorffii_v1.0||407046"
"0.29","sp|Q6WG30|T5H_TAXCU","Smoellendorffii_v1.0||81507"
"0.29","sp|Q6WG30|T5H_TAXCU","Zmays_RefGen_V4||Zm00001d017762_T003"
"0.29","sp|Q6WG30|T5H_TAXCU","Zmays_RefGen_V4||Zm00001d050021_T001"
"0.29","sp|Q6WG30|T5H_TAXCU","Zmays_RefGen_V4||Zm00001d052475_T001"
"0.29","sp|Q84KI1|T14H_TAXCU","Athaliana_TAIR10||AT2G29090.1"
"0.29","sp|Q84KI1|T14H_TAXCU","Athaliana_TAIR10||AT3G50660.1"
"0.29","sp|Q84KI1|T14H_TAXCU","Athaliana_TAIR10||AT5G05690.1"
